xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdpxyzsi_mpm_educ,xyzdpxyzsi_mpm_edue,xyzdpxyzsi_mpm_elec,xyzdpxyzsi_mpm_imps,xyzdpxyzsi_mpm_impw,xyzdpxyzsi_mpm_poor,xyzdpxyzsi_mpm_mdhc,survname,comparable_spell,xyzdcxyzpppyear,xyzdcxyzcoverage
HRV,2017,FALSE,INC,.00272714,,0,.01312109,.01221215,.00557385,.00813902,EU-SILC,2009-2020,2011,N
HRV,2018,FALSE,INC,.00250329,,0,.01149489,.00935218,.00462686,.00702607,EU-SILC,2009-2020,2017,N
HRV,2018,FALSE,INC,.00250329,,0,.01149489,.00935218,.00462686,.00702607,EU-SILC,2009-2020,2011,N
HRV,2019,FALSE,INC,.00260958,,0,.01413974,.00855123,.00293231,.00554189,EU-SILC,2009-2020,2017,N
HRV,2019,FALSE,INC,.00260958,,0,.01413974,.00855123,.00293231,.00554189,EU-SILC,2009-2020,2011,N
HRV,2020,FALSE,INC,.00146132,,0,,0,.00338565,.00484698,EU-SILC,2009-2020,2011,N
HRV,2020,FALSE,INC,.00146132,,0,,0,.00333988,.00480121,EU-SILC,2009-2020,2017,N
HTI,2012,FALSE,CONS,.23183538,.09000004,.64311499,.68795487,.33499055,.29192195,.46843523,ECVMAS,2012,2017,N
HTI,2012,FALSE,CONS,.23183538,.09000004,.64311499,.68795487,.33499055,.24488965,.44432072,ECVMAS,2012,2011,N
HUN,2009,FALSE,INC,.00012681,,0,,0,.00073696,.00086377,EU-SILC,2004-2020,2011,N
HUN,2009,FALSE,INC,.00012681,,0,,0,.00076433,.00089114,EU-SILC,2004-2020,2017,N
HUN,2010,FALSE,INC,.00037714,,0,.05006709,.04276773,.00109705,.00147419,EU-SILC,2004-2020,2011,N
HUN,2010,FALSE,INC,.00037714,,0,.05006709,.04276773,.0012282,.00160534,EU-SILC,2004-2020,2017,N
HUN,2011,FALSE,INC,.00007322,,0,.05201705,.04430295,.00099484,.00106806,EU-SILC,2004-2020,2011,N
HUN,2011,FALSE,INC,.00007322,,0,.05201705,.04430295,.00108422,.00115744,EU-SILC,2004-2020,2017,N
HUN,2012,FALSE,INC,.00013465,,0,.0525076,.04289735,.00347476,.00360941,EU-SILC,2004-2020,2011,N
HUN,2012,FALSE,INC,.00013465,,0,.0525076,.04289735,.00367411,.00380876,EU-SILC,2004-2020,2017,N
HUN,2013,FALSE,INC,.00006077,,0,.0532501,.04283246,.0010713,.00113207,EU-SILC,2004-2020,2011,N
HUN,2013,FALSE,INC,.00006077,,0,.0532501,.04283246,.00180299,.00186376,EU-SILC,2004-2020,2017,N
HUN,2014,FALSE,INC,.0004494,,0,.0393888,.03646012,.0068031,.00721537,EU-SILC,2004-2020,2011,N
HUN,2014,FALSE,INC,.0004494,,0,.0393888,.03646012,.00694234,.00735461,EU-SILC,2004-2020,2017,N
HUN,2015,FALSE,INC,.00077007,,0,.04318056,.04096457,.00927628,.01004635,EU-SILC,2004-2020,2017,N
HUN,2015,FALSE,INC,.00077007,,0,.04318056,.04096457,.00871492,.00948499,EU-SILC,2004-2020,2011,N
HUN,2016,FALSE,INC,.00025731,,0,.03897928,.03522541,.02139707,.02165438,EU-SILC,2004-2020,2017,N
HUN,2016,FALSE,INC,.00025731,,0,.03897928,.03522541,.02121935,.02147665,EU-SILC,2004-2020,2011,N
HUN,2017,FALSE,INC,.00036256,,0,.03820108,.03557678,.00680593,.00716849,EU-SILC,2004-2020,2017,N
HUN,2017,FALSE,INC,.00036256,,0,.03820108,.03557678,.00663277,.00699533,EU-SILC,2004-2020,2011,N
HUN,2018,FALSE,INC,.00027699,,0,.03022645,.02776981,.00393292,.00420991,EU-SILC,2004-2020,2011,N
HUN,2018,FALSE,INC,.00027699,,0,.03022645,.02776981,.00393292,.00420991,EU-SILC,2004-2020,2017,N
HUN,2019,FALSE,INC,.00045507,,0,.01564052,.01554604,.0034447,.00389977,EU-SILC,2004-2020,2017,N
HUN,2019,FALSE,INC,.00045507,,0,.01564052,.01554604,.00313808,.00359315,EU-SILC,2004-2020,2011,N
HUN,2020,FALSE,INC,.00004157,,0,,0,.00478478,.00482635,EU-SILC,2004-2020,2011,N
HUN,2020,FALSE,INC,.00004157,,0,,0,.00496564,.0050072,EU-SILC,2004-2020,2017,N
IDN,2015,FALSE,CONS,.05914213,.01860744,.02459152,.28610002,.10319487,.05817785,.0784035,SUSENAS,2015-2022,2011,N
IDN,2015,FALSE,CONS,.05914213,.01860744,.02459152,.28610002,.10319487,.08381592,.10203595,SUSENAS,2015-2022,2017,N
IDN,2016,FALSE,CONS,.04985817,.01737447,.02384112,.27015224,.10677769,.07613493,.09232964,SUSENAS,2015-2022,2017,N
IDN,2016,FALSE,CONS,.04985817,.01737447,.02384112,.27015224,.10677769,.05252061,.07022473,SUSENAS,2015-2022,2011,N
IDN,2017,FALSE,CONS,.04328317,.01683408,.01859933,.24707062,.09275551,.04458181,.05856647,SUSENAS,2015-2022,2011,N
IDN,2017,FALSE,CONS,.04328317,.01683408,.01859933,.24707062,.09275551,.06673264,.07954186,SUSENAS,2015-2022,2017,N
IDN,2018,FALSE,CONS,.04957566,.01573093,.01511993,.22924447,.08886446,.05444039,.06679041,SUSENAS,2015-2022,2017,N
IDN,2018,FALSE,CONS,.04957566,.01573093,.01511993,.22924447,.08886446,.03629761,.04970228,SUSENAS,2015-2022,2011,N
IDN,2020,FALSE,CONS,.03690784,.01414327,.01013087,.14045944,.07378456,.03846776,.04565695,SUSENAS,2015-2022,2017,N
IDN,2020,FALSE,CONS,.03690784,.01414327,.01013087,.14045944,.07378456,.02250649,.0302874,SUSENAS,2015-2022,2011,N
IDN,2021,FALSE,CONS,.0382179,.01244238,.00761121,.11556401,.06501777,.02161755,.02776604,SUSENAS,2015-2022,2011,N
IDN,2021,FALSE,CONS,.0382179,.01244238,.00761121,.11556401,.06501777,.03556193,.04141065,SUSENAS,2015-2022,2017,N
IDN,2022,FALSE,CONS,.03043736,.0133156,.00598699,.11529506,.05987979,.01518155,.02036987,SUSENAS,2015-2022,2011,N
IDN,2022,FALSE,CONS,.03043736,.0133156,.00598699,.11529506,.05987979,.02478317,.02979798,SUSENAS,2015-2022,2017,N
IRL,2009,FALSE,INC,.0165468,,0,.00239034,.00905012,.00653812,.02285964,EU-SILC,2003-2020,2011,N
IRL,2009,FALSE,INC,.0165468,,0,.00239034,.00905012,.00712124,.02344276,EU-SILC,2003-2020,2017,N
IRL,2010,FALSE,INC,.02068562,,0,.04358065,.05497797,.00542757,.02611319,EU-SILC,2003-2020,2011,N
IRL,2010,FALSE,INC,.02068562,,0,.04358065,.05497797,.00542757,.02611319,EU-SILC,2003-2020,2017,N
IRL,2012,FALSE,INC,.01396445,,0,.02143796,.01615764,.00359011,.01687137,EU-SILC,2003-2020,2017,N
IRL,2012,FALSE,INC,.01396445,,0,.02143796,.01615764,.00271194,.01634406,EU-SILC,2003-2020,2011,N
IRL,2013,FALSE,INC,.0075575,,0,.00121329,.00308835,.00685078,.01437532,EU-SILC,2003-2020,2011,N
IRL,2013,FALSE,INC,.0075575,,0,.00121329,.00308835,.0071265,.01465104,EU-SILC,2003-2020,2017,N
IRL,2014,FALSE,INC,.00646787,,0,.00119359,.0023191,.00438234,.01045527,EU-SILC,2003-2020,2011,N
IRL,2014,FALSE,INC,.00646787,,0,.00119359,.0023191,.00438234,.01045527,EU-SILC,2003-2020,2017,N
IRL,2015,FALSE,INC,.00758579,,0,.00211273,.00283507,.00367628,.01126207,EU-SILC,2003-2020,2017,N
IRL,2015,FALSE,INC,.00758579,,0,.00211273,.00283507,.0032962,.010882,EU-SILC,2003-2020,2011,N
IRL,2016,FALSE,INC,.00623372,,0,.00110164,.00159429,.00134726,.00753182,EU-SILC,2003-2020,2017,N
IRL,2016,FALSE,INC,.00623372,,0,.00110164,.00159429,.00131176,.00749632,EU-SILC,2003-2020,2011,N
IRL,2017,FALSE,INC,.00378761,,0,.00343131,.00055003,.00243196,.00616172,EU-SILC,2003-2020,2017,N
IRL,2017,FALSE,INC,.00378761,,0,.00343131,.00055003,.00243196,.00616172,EU-SILC,2003-2020,2011,N
IRL,2018,FALSE,INC,.00686064,,0,.00182033,.00214791,.00003921,.00689986,EU-SILC,2003-2020,2017,N
IRL,2018,FALSE,INC,.00686064,,0,.00182033,.00214791,.00003921,.00689986,EU-SILC,2003-2020,2011,N
IRL,2019,FALSE,INC,.00319956,,0,.00210496,.00137113,.00058012,.00377968,EU-SILC,2003-2020,2011,N
IRL,2019,FALSE,INC,.00319956,,0,.00210496,.00137113,.00058012,.00377968,EU-SILC,2003-2020,2017,N
IRL,2020,FALSE,INC,.00287316,,0,,,.00144306,.00423175,EU-SILC,2003-2020,2011,N
IRL,2020,FALSE,INC,.00287316,,0,,,.00144306,.00423175,EU-SILC,2003-2020,2017,N
IRN,2013,FALSE,CONS,.04489686,.01378225,.00115308,.04161306,.02438489,.0016803,.0059496,HEIS,2005-2019,2011,N
IRN,2013,FALSE,CONS,.04489686,.01378225,.00115308,.04161306,.02438489,.00268702,.00686451,HEIS,2005-2019,2017,N
IRN,2016,FALSE,CONS,.05530573,.01025122,.00027167,.02388789,.01627115,.00384336,.0061618,HEIS,2005-2019,2011,N
IRN,2016,FALSE,CONS,.05530573,.01025122,.00027167,.02388789,.01627115,.00693287,.00921288,HEIS,2005-2019,2017,N
IRN,2017,FALSE,CONS,.05368519,.0096541,.00029891,.01989539,.01565087,.0063203,.00822375,HEIS,2005-2019,2017,N
IRN,2017,FALSE,CONS,.05368519,.0096541,.00029891,.01989539,.01565087,.0035591,.00554469,HEIS,2005-2019,2011,N
IRN,2018,FALSE,CONS,.04545761,.00966443,.00034774,.02219732,.01789776,.00857755,.01022042,HEIS,2005-2019,2017,N
IRN,2018,FALSE,CONS,.04545761,.00966443,.00034774,.02219732,.01789776,.00547185,.00716761,HEIS,2005-2019,2011,N
IRN,2019,FALSE,CONS,.04378433,.00791503,.00013243,.01948411,.01565058,.00560135,.00668211,HEIS,2005-2019,2011,N
IRN,2019,FALSE,CONS,.04378433,.00791503,.00013243,.01948411,.01565058,.00971223,.01071197,HEIS,2005-2019,2017,N
IRQ,2012,FALSE,CONS,.13553295,.22690028,.00061877,.00945776,.1001088,.01651316,.06559416,IHSES,2006-2012,2011,N
IRQ,2012,FALSE,CONS,.13553295,.22690028,.00061877,.00945776,.1001088,.00088752,.05544351,IHSES,2006-2012,2017,N
ISL,2009,FALSE,INC,.00052965,,0,.00428706,.00056852,.00193208,.00246174,EU-SILC,2003-2017,2011,N
ISL,2009,FALSE,INC,.00052965,,0,.00428706,.00056852,.00193208,.00246174,EU-SILC,2003-2017,2017,N
ISL,2010,FALSE,INC,.00029606,,0,0,.00056155,.0038892,.00418527,EU-SILC,2003-2017,2011,N
ISL,2010,FALSE,INC,.00029606,,0,0,.00056155,.0038892,.00418527,EU-SILC,2003-2017,2017,N
ISL,2011,FALSE,INC,0,,0,0,.00071566,.00316299,.00316299,EU-SILC,2003-2017,2017,N
ISL,2011,FALSE,INC,0,,0,0,.00071566,.00316299,.00316299,EU-SILC,2003-2017,2011,N
ISL,2012,FALSE,INC,.00098516,,0,0,.00131852,.0020356,.00302076,EU-SILC,2003-2017,2011,N
ISL,2012,FALSE,INC,.00098516,,0,0,.00131852,.0020356,.00302076,EU-SILC,2003-2017,2017,N
ISL,2013,FALSE,INC,.00063516,,0,0,.00076327,.00273683,.00337199,EU-SILC,2003-2017,2011,N
ISL,2013,FALSE,INC,.00063516,,0,0,.00076327,.00273683,.00337199,EU-SILC,2003-2017,2017,N
ISL,2014,FALSE,INC,.00174599,,0,0,.00071355,.00091212,.00265811,EU-SILC,2003-2017,2011,N
ISL,2014,FALSE,INC,.00174599,,0,0,.00071355,.00091212,.00265811,EU-SILC,2003-2017,2017,N
ISL,2015,FALSE,INC,.00035746,,0,0,.00235108,.00126108,.00161854,EU-SILC,2003-2017,2011,N
ISL,2015,FALSE,INC,.00035746,,0,0,.00235108,.00126108,.00161854,EU-SILC,2003-2017,2017,N
ISL,2016,FALSE,INC,.00037371,,0,0,0,.00280906,.00318277,EU-SILC,2003-2017,2017,N
ISL,2016,FALSE,INC,.00037371,,0,0,0,.00280906,.00318277,EU-SILC,2003-2017,2011,N
ISL,2017,FALSE,INC,0,,0,0,.00223037,.00196933,.00196933,EU-SILC,2003-2017,2011,N
ISL,2017,FALSE,INC,0,,0,0,.00223037,.00196933,.00196933,EU-SILC,2003-2017,2017,N
ISR,2010,FALSE,INC,.0134848,,0,0,,.0028767,.0163615,HES-LIS,1979-2018,2017,N
ISR,2010,FALSE,INC,.0134848,,0,0,,.0028767,.0163615,HES-LIS,1979-2018,2011,N
ISR,2011,FALSE,INC,.0113311,,0,0,,.0020186,.0133497,HES-LIS,1979-2018,2011,N
ISR,2011,FALSE,INC,.0113311,,0,0,,.0020186,.0133497,HES-LIS,1979-2018,2017,N
ISR,2012,FALSE,INC,.0110692,.002775,0,0,,.0054024,.0054024,HES-LIS,1979-2018,2011,N
ISR,2012,FALSE,INC,.0110692,.002775,0,0,,.0054024,.0054024,HES-LIS,1979-2018,2017,N
ISR,2013,FALSE,INC,.0082888,.0010461,0,0,,.0039334,.0039334,HES-LIS,1979-2018,2017,N
ISR,2013,FALSE,INC,.0082888,.0010461,0,0,,.0039334,.0039334,HES-LIS,1979-2018,2011,N
ISR,2014,FALSE,INC,.0089536,.00038,0,0,,.0042782,.0042782,HES-LIS,1979-2018,2011,N
ISR,2014,FALSE,INC,.0089536,.00038,0,0,,.0032331,.0032331,HES-LIS,1979-2018,2017,N
ISR,2015,FALSE,INC,.0080608,.00196,0,0,,.0037254,.0037254,HES-LIS,1979-2018,2011,N
ISR,2015,FALSE,INC,.0080608,.00196,0,0,,.003492,.003492,HES-LIS,1979-2018,2017,N
ISR,2016,FALSE,INC,.0070472,.000635,0,0,,.0011575,.0011575,HES-LIS,1979-2018,2011,N
ISR,2016,FALSE,INC,.0070472,.000635,0,0,,.0011575,.0011575,HES-LIS,1979-2018,2017,N
ISR,2017,FALSE,INC,.0073805,,0,0,,.003327,.0105303,HES-LIS,1979-2018,2017,N
ISR,2017,FALSE,INC,.0073805,,0,0,,.0042064,.0114098,HES-LIS,1979-2018,2011,N
ISR,2018,FALSE,INC,.0065291,,0,0,,.002845,.0093741,HES-LIS,1979-2018,2011,N
ISR,2018,FALSE,INC,.0065291,,0,0,,.002845,.0093741,HES-LIS,1979-2018,2017,N
ITA,2009,FALSE,INC,.01645412,,0,,0,.01150162,.02783727,EU-SILC,2003-2020,2017,N
ITA,2009,FALSE,INC,.01645412,,0,,0,.01130747,.02764311,EU-SILC,2003-2020,2011,N
ITA,2010,FALSE,INC,.02061086,,0,.00443145,.00507353,.01398321,.03433894,EU-SILC,2003-2020,2011,N
ITA,2010,FALSE,INC,.02061086,,0,.00443145,.00507353,.01405612,.03441184,EU-SILC,2003-2020,2017,N
ITA,2011,FALSE,INC,.01604505,,0,.00558733,.00540021,.01244177,.02842278,EU-SILC,2003-2020,2011,N
ITA,2011,FALSE,INC,.01604505,,0,.00558733,.00540021,.01244177,.02842278,EU-SILC,2003-2020,2017,N
ITA,2012,FALSE,INC,.01265067,,0,.01132531,.00603529,.01511654,.02766558,EU-SILC,2003-2020,2017,N
ITA,2012,FALSE,INC,.01265067,,0,.01132531,.00603529,.0148283,.02737734,EU-SILC,2003-2020,2011,N
ITA,2013,FALSE,INC,.01291424,,0,.00760998,.00369871,.01538884,.02806583,EU-SILC,2003-2020,2011,N
ITA,2013,FALSE,INC,.01291424,,0,.00760998,.00369871,.01545512,.02813212,EU-SILC,2003-2020,2017,N
ITA,2014,FALSE,INC,.01092799,,0,.006302,.00403606,.01590797,.02665376,EU-SILC,2003-2020,2017,N
ITA,2014,FALSE,INC,.01092799,,0,.006302,.00403606,.01590797,.02665376,EU-SILC,2003-2020,2011,N
ITA,2015,FALSE,INC,.01557363,,0,.00419858,.00380987,.02340657,.03847897,EU-SILC,2003-2020,2017,N
ITA,2015,FALSE,INC,.01557363,,0,.00419858,.00380987,.02340657,.03847897,EU-SILC,2003-2020,2011,N
ITA,2016,FALSE,INC,.01394351,,0,.00641412,.0059978,.01736258,.0309819,EU-SILC,2003-2020,2011,N
ITA,2016,FALSE,INC,.01394351,,0,.00641412,.0059978,.01740331,.03102263,EU-SILC,2003-2020,2017,N
ITA,2017,FALSE,INC,.01331891,,0,.00577258,.00480782,.01569831,.02877136,EU-SILC,2003-2020,2017,N
ITA,2017,FALSE,INC,.01331891,,0,.00577258,.00480782,.01566289,.02873594,EU-SILC,2003-2020,2011,N
ITA,2018,FALSE,INC,.01323081,,0,.00783384,.0074867,.01594896,.0285207,EU-SILC,2003-2020,2017,N
ITA,2018,FALSE,INC,.01323081,,0,.00783384,.0074867,.01594896,.0285207,EU-SILC,2003-2020,2011,N
ITA,2019,FALSE,INC,.01403025,,0,.00692859,.00748334,.01127559,.02487873,EU-SILC,2003-2020,2011,N
ITA,2019,FALSE,INC,.01403025,,0,.00692859,.00748334,.01127559,.02487873,EU-SILC,2003-2020,2017,N
ITA,2020,FALSE,INC,.01478627,,0,,0,.00960201,.02354445,EU-SILC,2003-2020,2011,N
ITA,2020,FALSE,INC,.01478627,,0,,0,.00967965,.02362208,EU-SILC,2003-2020,2017,N
JOR,2010,FALSE,CONS,.01825362,.02987914,0,0,.00241221,.00104122,.00318012,HEIS,2008-2010,2011,N
JOR,2010,FALSE,CONS,.01825362,.02987914,0,0,.00241221,.00040855,.00254745,HEIS,2008-2010,2017,N
JPN,2010,FALSE,INC,.0870935,.001612,0,0,,.0011597,.0011597,JHPS-LIS,2008-2013,2011,N
JPN,2010,FALSE,INC,.0870935,.001612,0,0,,.0011597,.0011597,JHPS-LIS,2008-2013,2017,N
JPN,2013,FALSE,INC,.0882682,.004703,0,0,,.0068736,.0080507,JHPS-LIS,2008-2013,2017,N
JPN,2013,FALSE,INC,.0882682,.004703,0,0,,.0068736,.0080507,JHPS-LIS,2008-2013,2011,N
KAZ,2011,FALSE,CONS,.0001711,,0,,,.00071095,.00088204,HBS,2005-2018,2017,N
KAZ,2011,FALSE,CONS,.0001711,,0,,,.00030577,.00047687,HBS,2005-2018,2011,N
KAZ,2012,FALSE,CONS,.00006651,,0,,,.00038424,.00045075,HBS,2005-2018,2017,N
KAZ,2012,FALSE,CONS,.00006651,,0,,,.00025146,.00031797,HBS,2005-2018,2011,N
KAZ,2013,FALSE,CONS,0,,0,.0000926,.00375916,.0003311,.0003311,HBS,2005-2018,2017,N
KAZ,2013,FALSE,CONS,0,,0,.0000926,.00375916,.00019395,.00019395,HBS,2005-2018,2011,N
KAZ,2014,FALSE,CONS,0,,0,,,.00002632,.00002632,HBS,2005-2018,2011,N
KAZ,2014,FALSE,CONS,0,,0,,,.00019275,.00019275,HBS,2005-2018,2017,N
KAZ,2015,FALSE,CONS,0,,0,,,.00010768,.00010768,HBS,2005-2018,2011,N
KAZ,2015,FALSE,CONS,0,,0,,,.00038271,.00038271,HBS,2005-2018,2017,N
KAZ,2016,FALSE,CONS,.0000467,,0,,,.00011516,.00016186,HBS,2005-2018,2011,N
KAZ,2016,FALSE,CONS,.0000467,,0,,,.00050529,.00055199,HBS,2005-2018,2017,N
KAZ,2017,FALSE,CONS,0,,0,0,.01364739,.00019417,.00019417,HBS,2005-2018,2011,N
KAZ,2017,FALSE,CONS,0,,0,0,.01364739,.00041499,.00041499,HBS,2005-2018,2017,N
KAZ,2018,FALSE,CONS,.00003963,,0,.00543433,.00724184,.00015141,.00019104,HBS,2005-2018,2017,N
KAZ,2018,FALSE,CONS,.00003963,,0,.00543433,.00724184,.00010538,.00014501,HBS,2005-2018,2011,N
KEN,2015,FALSE,CONS,.22524112,.06136411,.56945793,.68962786,.32194633,.29365106,.45401919,IHBS,2005-2015,2017,N
KEN,2015,FALSE,CONS,.22524112,.06136411,.56945793,.68962786,.32194633,.37078559,.50141211,IHBS,2005-2015,2011,N
KGZ,2010,FALSE,CONS,.00113975,,.00297285,,,.03521418,.03914242,KIHS,2004-2020,2017,N
KGZ,2010,FALSE,CONS,.00113975,,.00297285,,,.02816614,.03210479,KIHS,2004-2020,2011,N
KGZ,2011,FALSE,CONS,.00112951,,.01359254,,,.00908763,.0237698,KIHS,2004-2020,2011,N
KGZ,2011,FALSE,CONS,.00112951,,.01359254,,,.0125777,.02725988,KIHS,2004-2020,2017,N
KGZ,2013,FALSE,CONS,.00208141,,.01365935,.00498357,.10673563,.02224236,.02430082,KIHS,2004-2020,2011,N
KGZ,2013,FALSE,CONS,.00208141,,.01365935,.00498357,.10673563,.02620004,.0282585,KIHS,2004-2020,2017,N
KGZ,2015,FALSE,CONS,.00188893,,.00981019,,,.01835651,.02299321,KIHS,2004-2020,2011,N
KGZ,2015,FALSE,CONS,.00197581,,.00979961,,,.02180596,.02652345,KIHS,2004-2020,2017,N
KGZ,2016,FALSE,CONS,.00099494,,.0025799,,,.01005343,.01361995,KIHS,2004-2020,2011,N
KGZ,2016,FALSE,CONS,.00099494,,.0025799,,,.0114351,.01500163,KIHS,2004-2020,2017,N
KGZ,2017,FALSE,CONS,.00069013,,.00021552,.0088432,.13371949,.01268575,.01337588,KIHS,2004-2020,2017,N
KGZ,2017,FALSE,CONS,.00069013,,.00021552,.0088432,.13371949,.01082618,.01151631,KIHS,2004-2020,2011,N
KGZ,2018,FALSE,CONS,.00011369,,.0179058,.00101187,.08937669,.00735891,.0074726,KIHS,2004-2020,2017,N
KGZ,2018,FALSE,CONS,.00011369,,.0179058,.00101187,.08937669,.00569818,.00581187,KIHS,2004-2020,2011,N
KGZ,2019,FALSE,CONS,.00021382,,.14762597,.00238166,.07754986,.00659064,.00820497,KIHS,2004-2020,2017,N
KGZ,2019,FALSE,CONS,.00021382,,.14762597,.00238166,.07754986,.00555332,.00716765,KIHS,2004-2020,2011,N
KGZ,2020,FALSE,CONS,.0000814,.00055241,0,.00088101,.04648431,.01079982,.01079982,KIHS,2004-2020,2011,N
KGZ,2020,FALSE,CONS,.0000814,.00055241,0,.00088101,.04648431,.01329976,.01329976,KIHS,2004-2020,2017,N
KIR,2019,FALSE,CONS,.00625837,.05965313,.16820272,.59814688,.17124287,.01678077,.05591818,HIES,2019,2017,N
KIR,2019,FALSE,CONS,.00625837,.05965313,.16820272,.59814688,.17124287,.01300592,.05278593,HIES,2019,2011,N
KOR,2010,FALSE,INC,0,,0,0,,.0040788,.0040788,HIES-FHES-LIS,2006-2016,2011,N
KOR,2010,FALSE,INC,0,,0,0,,.0040788,.0040788,HIES-FHES-LIS,2006-2016,2017,N
KOR,2012,FALSE,INC,0,,0,0,,.0028921,.0028921,HIES-FHES-LIS,2006-2016,2017,N
KOR,2012,FALSE,INC,0,,0,0,,.0029684,.0029684,HIES-FHES-LIS,2006-2016,2011,N
KOR,2014,FALSE,INC,0,,0,0,,.0022528,.0022528,HIES-FHES-LIS,2006-2016,2011,N
KOR,2014,FALSE,INC,0,,0,0,,.0022528,.0022528,HIES-FHES-LIS,2006-2016,2017,N
KOR,2016,FALSE,INC,0,,0,0,,.0011402,.0011402,HIES-FHES-LIS,2006-2016,2011,N
KOR,2016,FALSE,INC,0,,0,0,,.0011402,.0011402,HIES-FHES-LIS,2006-2016,2017,N
LAO,2012,FALSE,CONS,.13435957,.05728557,.11129034,.31931913,.44339731,.14544139,.19906065,LECS,2012-2018,2011,N
LAO,2012,FALSE,CONS,.13435957,.05728557,.11129034,.31931913,.44339731,.10914097,.17055871,LECS,2012-2018,2017,N
LAO,2018,FALSE,CONS,.1283676,.05670882,.01669446,.22549178,.0777193,.09983654,.12818935,LECS,2012-2018,2011,N
LAO,2018,FALSE,CONS,.1283676,.05670882,.01669446,.22549178,.0777193,.07138767,.10254503,LECS,2012-2018,2017,N
LBN,2011,FALSE,CONS,.09237702,.02253562,.00939819,.30748294,.00857805,0,.00694353,HBS,2011,2017,N
LBN,2011,FALSE,CONS,.09237702,.02253562,.00939819,.30748294,.00857805,0,.00694353,HBS,2011,2011,N
LBR,2014,FALSE,CONS,.40564305,,,.53386828,.19126155,.25930762,.55514854,HIES,2014-2016,2017,N
LBR,2014,FALSE,CONS,.40564305,,,.53386828,.19126155,.41719897,.6244803,HIES,2014-2016,2011,N
LBR,2016,FALSE,CONS,.30511325,.54078777,.79682675,.61779753,.25696651,.4443257,.63986044,HIES,2014-2016,2011,N
LBR,2016,FALSE,CONS,.30511325,.54078777,.79682675,.61779753,.25696651,.27617748,.56571114,HIES,2014-2016,2017,N
LKA,2012,FALSE,CONS,.04431476,.04273399,.08782676,.05650081,.10325555,.01907392,.0287751,HIES,2002-2019,2011,N
LKA,2012,FALSE,CONS,.04431476,.04273399,.08782676,.05650081,.10325555,.02587271,.03523866,HIES,2002-2019,2017,N
LKA,2016,FALSE,CONS,.03780615,.04008195,.02469018,.04448526,.11589993,.01295388,.01693818,HIES,2002-2019,2017,N
LKA,2016,FALSE,CONS,.03780615,.04008195,.02469018,.04448526,.11589993,.0094542,.01362007,HIES,2002-2019,2011,N
LKA,2019,FALSE,CONS,.02776407,.03457882,.00052578,.03021169,.09616206,.00958613,.01073524,HIES,2002-2019,2017,N
LKA,2019,FALSE,CONS,.02644883,.03443437,.00052377,.02949514,.09832037,.00588008,.00706034,HIES,2002-2019,2011,N
LSO,2017,FALSE,CONS,.18058256,.04758141,.5870739,.55096456,.13683241,.32399911,.40681962,CMSHBS,2017,2017,N
LSO,2017,FALSE,CONS,.18058256,.04758141,.5870739,.55096456,.13683241,.27224015,.36571011,CMSHBS,2017,2011,N
LTU,2009,FALSE,INC,.0071792,,0,,,.02405456,.03123376,EU-SILC,2004-2020,2011,N
LTU,2009,FALSE,INC,.0071792,,0,,,.02405456,.03123376,EU-SILC,2004-2020,2017,N
LTU,2010,FALSE,INC,.00706599,,0,.16747831,.16128456,.01713997,.02420597,EU-SILC,2004-2020,2011,N
LTU,2010,FALSE,INC,.00706599,,0,.16747831,.16128456,.01713997,.02420597,EU-SILC,2004-2020,2017,N
LTU,2011,FALSE,INC,.00615126,,0,.15789814,.14831259,.00869109,.01484235,EU-SILC,2004-2020,2011,N
LTU,2011,FALSE,INC,.00615126,,0,.15789814,.14831259,.00869109,.01484235,EU-SILC,2004-2020,2017,N
LTU,2012,FALSE,INC,.00596912,,0,.13574639,.12893495,.01023172,.01620083,EU-SILC,2004-2020,2017,N
LTU,2012,FALSE,INC,.00596912,,0,.13574639,.12893495,.01023172,.01620083,EU-SILC,2004-2020,2011,N
LTU,2013,FALSE,INC,.00546744,,0,.12478037,.11965188,.00736997,.01283741,EU-SILC,2004-2020,2011,N
LTU,2013,FALSE,INC,.00546744,,0,.12478037,.11965188,.00736997,.01283741,EU-SILC,2004-2020,2017,N
LTU,2014,FALSE,INC,.00452598,,0,.12349461,.11432615,.01349221,.01801819,EU-SILC,2004-2020,2011,N
LTU,2014,FALSE,INC,.00452598,,0,.12349461,.11432615,.01349221,.01801819,EU-SILC,2004-2020,2017,N
LTU,2015,FALSE,INC,.00392605,,0,.13658281,.13023806,.01100931,.01493536,EU-SILC,2004-2020,2017,N
LTU,2015,FALSE,INC,.00392605,,0,.13658281,.13023806,.01100931,.01493536,EU-SILC,2004-2020,2011,N
LTU,2016,FALSE,INC,.00450969,,0,.1212028,.11511596,.01423276,.01874245,EU-SILC,2004-2020,2011,N
LTU,2016,FALSE,INC,.00450969,,0,.1212028,.11511596,.01423276,.01874245,EU-SILC,2004-2020,2017,N
LTU,2017,FALSE,INC,.00238424,,0,.10612842,.09941372,.01126373,.01364797,EU-SILC,2004-2020,2011,N
