xyzDMxyzCountry,xyzDMxyzRequestYear,xyzDPxyzsp_pop_totl,xyzDPxyzny_gnp_pcap_cd,xyzDPxyzny_gdp_mktp_kd_zg
CHI,2000,.145306,43430,5.8266411
CHI,2001,.146044,42330,-1.5129612
CHI,2002,.147167,41390,-1.6322067
CHI,2003,.148341,43840,-3.2021556
CHI,2004,.149538,50740,.22419656
CHI,2005,.150763,56620,1.3777343
CHI,2006,.151985,61160,4.8822998
CHI,2007,.153225,66840,5.898329
CHI,2008,.154475,,
CHI,2009,.155721,,
CHI,2010,.156933,,
CHI,2011,.157819,,
CHI,2012,.158621,,
CHI,2013,.159794,,
CHI,2014,.160912,,
CHI,2015,.16219,,
CHI,2016,.163721,,
CHI,2017,.165215,,
CHI,2018,.167259,,
CHI,2019,.16941,,
CHI,2020,.171113,,
CHI,2021,.172683,,
CHL,1960,8.14182,,
CHL,1961,8.313535,,5.2452719
CHL,1962,8.48612,580,4.0266856
CHL,1963,8.656006,630,5.8401401
CHL,1964,8.825046,670,2.5572205
CHL,1965,8.994936,670,.95027251
CHL,1966,9.161649,750,11.236242
CHL,1967,9.326268,760,3.6159999
CHL,1968,9.491502,780,3.5920133
CHL,1969,9.656299,820,3.9379833
CHL,1970,9.820481,880,1.828967
CHL,1971,9.984378,1050,9.4226862
CHL,1972,10.145765,1140,-1.0199478
CHL,1973,10.307842,1350,-5.0292484
CHL,1974,10.472743,1650,2.3821493
CHL,1975,10.639531,1140,-12.912101
CHL,1976,10.804869,1010,3.832584
CHL,1977,10.969861,1060,10.444686
CHL,1978,11.137748,1360,7.7011036
CHL,1979,11.304331,1780,8.4183047
CHL,1980,11.469828,2290,7.9866208
CHL,1981,11.637613,2770,6.5253704
CHL,1982,11.807408,2270,-11.014305
CHL,1983,11.976513,1810,-5.0174205
CHL,1984,12.147758,1580,4.1036832
CHL,1985,12.326396,1420,4.0099162
CHL,1986,12.514502,1460,5.3776923
CHL,1987,12.712784,1650,6.4604685
CHL,1988,12.918389,1920,7.3451105
CHL,1989,13.128619,2180,9.9233829
CHL,1990,13.342868,2340,3.3335655
CHL,1991,13.561945,2590,7.8043922
CHL,1992,13.782297,3100,11.166708
CHL,1993,13.998386,3430,6.5887838
CHL,1994,14.210674,3720,5.030198
CHL,1995,14.416796,4410,8.9332959
CHL,1996,14.615483,5070,6.8029166
CHL,1997,14.809289,5610,7.3917393
CHL,1998,14.996742,5520,4.1808866
CHL,1999,15.17641,5150,-.2736314
CHL,2000,15.351799,5080,4.9716215
CHL,2001,15.523978,4820,3.1540349
CHL,2002,15.69379,4570,3.2027991
CHL,2003,15.859112,4620,4.7232453
CHL,2004,16.017966,5260,6.6742542
CHL,2005,16.175311,6270,5.8370457
CHL,2006,16.334575,7430,6.0499908
CHL,2007,16.495538,8790,5.168231
CHL,2008,16.661462,10060,3.7893928
CHL,2009,16.833447,9980,-1.1180372
CHL,2010,17.004162,10820,5.851651
CHL,2011,17.173573,11970,6.2238968
CHL,2012,17.341771,14310,6.15534
CHL,2013,17.509925,15230,3.3085082
CHL,2014,17.687108,14830,1.7926495
CHL,2015,17.870124,14210,2.1519425
CHL,2016,18.083879,13440,1.7530387
CHL,2017,18.368577,13340,1.3576954
CHL,2018,18.70145,14600,3.9900295
CHL,2019,19.039485,14830,.77053958
CHL,2020,19.300315,12990,-5.9782241
CHL,2021,19.493184,14780,11.668225
CHN,1960,667.07,,
CHN,1961,660.33,,-27.27
CHN,1962,665.77,70,-5.58
CHN,1963,682.335,80,10.3
CHN,1964,698.355,90,18.18
CHN,1965,715.185,100,16.95
CHN,1966,735.4,110,10.65
CHN,1967,754.55,100,-5.77
CHN,1968,774.51,90,-4.1
CHN,1969,796.025,110,16.94
CHN,1970,818.315,120,19.3
CHN,1971,841.105,130,7.06
CHN,1972,862.03,130,3.81
CHN,1973,881.94,160,7.76
CHN,1974,900.35,180,2.31
CHN,1975,916.395,200,8.72
CHN,1976,930.685,190,-1.57
CHN,1977,943.455,190,7.57
CHN,1978,956.165,200,11.325978
CHN,1979,969.005,210,7.5913247
CHN,1980,981.235,220,7.834145
CHN,1981,993.885,220,5.1127611
CHN,1982,1008.63,220,9.0171139
CHN,1983,1023.31,220,10.770203
CHN,1984,1036.825,250,15.19154
CHN,1985,1051.04,290,13.430678
CHN,1986,1066.79,310,8.9499618
CHN,1987,1084.035,320,11.657428
CHN,1988,1101.63,330,11.222595
CHN,1989,1118.65,320,4.2063344
CHN,1990,1135.185,330,3.9202514
CHN,1991,1150.78,350,9.2627861
CHN,1992,1164.97,390,14.22453
CHN,1993,1178.44,420,13.883729
CHN,1994,1191.835,470,13.036807
CHN,1995,1204.855,540,10.953954
CHN,1996,1217.55,650,9.9225568
CHN,1997,1230.075,750,9.2367799
CHN,1998,1241.935,800,7.8459518
CHN,1999,1252.735,860,7.6616515
CHN,2000,1262.645,940,8.4900934
CHN,2001,1271.85,1010,8.3357335
CHN,2002,1280.4,1110,9.1336308
CHN,2003,1288.4,1280,10.03803
CHN,2004,1296.075,1510,10.113621
CHN,2005,1303.72,1760,11.394592
CHN,2006,1311.02,2060,12.720956
CHN,2007,1317.885,2510,14.230861
CHN,2008,1324.655,3100,9.6506789
CHN,2009,1331.26,3680,9.3987256
CHN,2010,1337.705,4340,10.635871
CHN,2011,1345.035,5040,9.5508322
CHN,2012,1354.19,5910,7.8637364
CHN,2013,1363.24,6740,7.7661501
CHN,2014,1371.86,7470,7.4257637
CHN,2015,1379.86,7890,7.0413289
CHN,2016,1387.79,8210,6.8487622
CHN,2017,1396.215,8670,6.9472008
CHN,2018,1402.76,9540,6.7497738
CHN,2019,1407.745,10310,5.9505008
CHN,2020,1411.1,10520,2.2397019
CHN,2021,1412.36,11880,8.1097926
CIV,1960,3.708661,,
CIV,1961,3.848336,,9.9325552
CIV,1962,3.998287,160,1.2269945
CIV,1963,4.156453,170,14.490356
CIV,1964,4.321368,200,17.613088
CIV,1965,4.49289,200,-3.1096543
CIV,1966,4.671196,220,11.57736
CIV,1967,4.856689,220,4.5981518
CIV,1968,5.050106,250,12.548249
CIV,1969,5.255149,260,9.5392188
CIV,1970,5.477086,280,10.375032
CIV,1971,5.718867,280,9.4566377
CIV,1972,5.979984,300,4.236625
CIV,1973,6.257373,360,5.9391975
CIV,1974,6.548923,450,4.3273809
CIV,1975,6.853981,560,8.2528864
CIV,1976,7.14269,640,12.916397
CIV,1977,7.4159,740,7.3144592
CIV,1978,7.700816,910,10.909454
CIV,1979,7.996368,1090,2.3944075
CIV,1980,8.30381,1120,-10.957697
CIV,1981,8.621621,1100,3.5004989
CIV,1982,8.948119,940,.20082235
CIV,1983,9.28205,710,-3.9002404
CIV,1984,9.621405,650,-2.7012614
CIV,1985,9.964075,630,4.5012232
CIV,1986,10.30944,730,3.2593488
CIV,1987,10.663498,820,-.34897291
CIV,1988,11.043193,920,1.136484
CIV,1989,11.462943,830,2.9480049
CIV,1990,11.91054,780,-1.0959084
CIV,1991,12.369269,750,.04092517
CIV,1992,12.838314,780,-.24456061
CIV,1993,13.316448,750,-.1924851
CIV,1994,13.802285,680,.81120668
CIV,1995,14.299727,690,7.1257447
CIV,1996,14.810946,540,7.7293274
CIV,1997,15.335453,660,9.64884
CIV,1998,15.85899,740,4.2639059
CIV,1999,16.345894,720,1.16686
CIV,2000,16.79967,640,-.26578946
CIV,2001,17.245468,580,-2.1540125
CIV,2002,17.683897,560,-2.7305265
CIV,2003,18.116451,610,-4.7258666
CIV,2004,18.544903,750,3.1850382
CIV,2005,18.970215,900,.99606556
CIV,2006,19.394057,900,2.8155786
CIV,2007,19.8177,930,1.1014298
CIV,2008,20.244449,1060,4.782666
CIV,2009,20.677762,1150,3.6033216
CIV,2010,21.120042,1190,6.8480494
CIV,2011,21.562914,1080,-5.3704472
CIV,2012,22.010712,1220,7.6204118
CIV,2013,22.469268,1320,10.760213
CIV,2014,22.995555,1990,9.3719999
CIV,2015,23.596741,2010,7.1940906
CIV,2016,24.213622,2010,7.1792078
CIV,2017,24.848016,2000,7.3596381
CIV,2018,25.493988,2140,6.8902843
CIV,2019,26.147551,2260,6.2317095
CIV,2020,26.81179,2240,1.9788212
CIV,2021,27.478249,2420,7.03796
CMR,1960,5.117608,,
CMR,1961,5.200355,,1.1836808
CMR,1962,5.303841,,3.0415591
CMR,1963,5.427511,,3.7425503
CMR,1964,5.556209,,3.5471597
CMR,1965,5.690086,,2.0260537
CMR,1966,5.82958,,4.6149556
CMR,1967,5.975087,120,-10.912066
CMR,1968,6.127193,140,6.3463239
CMR,1969,6.286232,160,4.9014795
CMR,1970,6.452787,160,3.0920682
CMR,1971,6.62735,170,3.4797078
CMR,1972,6.809468,190,2.6738433
CMR,1973,6.998688,220,5.3556808
CMR,1974,7.194697,290,10.734262
CMR,1975,7.397417,360,11.245059
CMR,1976,7.598028,340,-5.4951384
CMR,1977,7.796825,350,13.739872
CMR,1978,8.013279,530,22.003005
CMR,1979,8.243377,650,6.0351188
CMR,1980,8.519891,650,-1.9652917
CMR,1981,8.829048,800,17.082682
CMR,1982,9.046986,790,7.5162026
CMR,1983,9.240672,720,6.8668306
CMR,1984,9.50857,740,7.4745725
CMR,1985,9.804254,800,8.0631617
CMR,1986,10.112712,980,6.7716631
CMR,1987,10.433905,1150,-2.1466502
CMR,1988,10.759573,1220,-7.823632
CMR,1989,11.089222,1110,-1.8191205
CMR,1990,11.43052,1000,-6.1056976
CMR,1991,11.777719,930,-3.8085994
CMR,1992,12.128604,950,-3.1000032
CMR,1993,12.486773,980,-7.9320666
CMR,1994,12.848862,880,1.8768092
CMR,1995,13.211647,860,2.8940014
CMR,1996,13.575324,770,4.2150721
CMR,1997,13.941181,780,4.5273138
CMR,1998,14.314599,760,4.7255348
CMR,1999,14.698973,750,4.5113042
CMR,2000,15.091594,720,3.8324178
CMR,2001,15.493253,690,4.3242612
CMR,2002,15.914033,690,4.4770268
CMR,2003,16.354326,820,5.4531537
CMR,2004,16.809407,1020,7.0488628
CMR,2005,17.275171,1130,2.2282702
CMR,2006,17.751333,1190,3.8095833
CMR,2007,18.251866,1230,4.327589
CMR,2008,18.777081,1350,2.8476779
CMR,2009,19.319274,1440,2.5792518
CMR,2010,19.878036,1440,2.8990247
CMR,2011,20.448873,1450,3.3792113
CMR,2012,21.032684,1450,4.6259787
CMR,2013,21.63285,1510,4.9955292
CMR,2014,22.299585,1570,5.7198181
CMR,2015,23.012646,1520,5.666953
CMR,2016,23.71163,1450,4.5357942
CMR,2017,24.393181,1400,3.5411765
CMR,2018,25.076747,1500,3.9555142
CMR,2019,25.782341,1540,3.47506
CMR,2020,26.491087,1520,.25993292
CMR,2021,27.198628,1590,3.6499169
COD,1960,15.276558,,
COD,1961,15.673284,,-10.851376
COD,1962,16.086084,,21.200698
COD,1963,16.517995,,5.2139901
COD,1964,16.965855,,-2.4402236
COD,1965,17.438254,,.99734879
COD,1966,17.941738,,6.7754853
COD,1967,18.472105,,-.98573866
COD,1968,19.022799,,4.3326985
COD,1969,19.583123,,9.3288374
COD,1970,20.151733,,-.24505658
COD,1971,20.712952,,6.0050181
COD,1972,21.273409,,.15113551
COD,1973,21.853906,,8.1372759
COD,1974,22.448415,,3.1305859
COD,1975,23.052715,,-4.981631
COD,1976,23.655016,,-5.3090021
COD,1977,24.256464,,.7607936
COD,1978,25.015244,,-5.3452915
COD,1979,25.90276,,.43008826
COD,1980,26.708686,,2.1949129
COD,1981,27.457783,,2.3505241
COD,1982,28.219219,,-.45767761
COD,1983,29.005175,,1.4117037
COD,1984,29.879852,,5.541074
COD,1985,30.800051,,.46785095
COD,1986,31.725132,,4.7172097
COD,1987,32.712574,,2.6756425
COD,1988,33.750052,,.47038134
COD,1989,34.825891,,-1.2660506
COD,1990,35.987541,,-6.5683107
COD,1991,37.194812,,-8.4210515
COD,1992,38.332302,,-10.500009
COD,1993,39.580844,,-13.469051
COD,1994,41.511985,160,-3.8999968
COD,1995,43.285791,140,.69999883
COD,1996,44.118709,130,-1.0231726
COD,1997,44.822198,120,-5.6170466
COD,1998,45.895524,120,-1.624154
COD,1999,47.227238,100,-4.2701408
COD,2000,48.616317,130,-6.9109273
COD,2001,50.106657,130,-2.100173
COD,2002,51.662071,190,2.9477652
COD,2003,53.205639,160,5.5778223
COD,2004,54.815607,190,6.7383739
COD,2005,56.550247,200,6.1351512
COD,2006,58.38163,220,5.3209796
COD,2007,60.289422,250,6.2594778
COD,2008,62.249724,280,6.2258943
COD,2009,64.270232,290,2.855064
COD,2010,66.391257,310,7.1079766
COD,2011,68.654269,330,6.8746709
COD,2012,70.99787,370,7.0868989
COD,2013,73.460021,400,8.4819566
COD,2014,76.035588,430,9.4702881
COD,2015,78.656904,440,6.9161671
COD,2016,81.430977,450,2.3993989
COD,2017,84.283273,440,3.7269477
COD,2018,87.087355,480,5.8211211
COD,2019,89.90689,510,4.3845289
COD,2020,92.853164,540,1.7354228
COD,2021,95.894118,550,6.200154
COG,1960,1.055693,,
COG,1961,1.083431,,8.3507267
COG,1962,1.112348,140,5.2023088
COG,1963,1.1426,140,-4.0293004
COG,1964,1.174269,150,3.8167963
COG,1965,1.207412,160,3.6764677
COG,1966,1.242116,170,1.3589825
COG,1967,1.278312,180,2.1162721
COG,1968,1.31613,200,7.6313262
COG,1969,1.355699,200,7.5485252
COG,1970,1.396989,210,6.3584702
COG,1971,1.440159,220,7.7530359
COG,1972,1.485274,260,8.6175508
COG,1973,1.532069,320,8.2311889
COG,1974,1.58028,400,7.8855208
COG,1975,1.624935,470,7.7315968
COG,1976,1.665418,460,.91628675
COG,1977,1.706181,430,-8.953428
COG,1978,1.747207,470,6.359747
COG,1979,1.788218,590,9.8132247
COG,1980,1.829256,800,17.636605
COG,1981,1.87054,1070,17.619722
COG,1982,1.911634,1210,23.5977
COG,1983,1.951851,1070,5.8539628
COG,1984,2.001739,1060,6.9761311
COG,1985,2.062555,990,-1.1856609
COG,1986,2.124863,970,-6.8615264
COG,1987,2.188654,1040,.18937664
COG,1988,2.253336,920,1.7662634
COG,1989,2.319177,930,2.5998765
COG,1990,2.385435,920,1.0000036
COG,1991,2.452675,950,2.3953675
COG,1992,2.520958,1050,2.6119481
COG,1993,2.594168,900,-.97968321
COG,1994,2.66922,750,-5.4930757
COG,1995,2.742309,470,3.9853244
COG,1996,2.816595,460,4.2904816
COG,1997,2.875037,590,-.62481215
COG,1998,2.937166,580,3.7375528
COG,1999,3.016659,500,-2.5821994
COG,2000,3.13403,560,7.5759804
COG,2001,3.254101,620,3.8026019
COG,2002,3.331158,670,4.5818701
COG,2003,3.424653,690,.81326408
COG,2004,3.543012,760,3.4766316
COG,2005,3.672839,1100,7.755759
COG,2006,3.813323,1570,7.9862384
COG,2007,3.956329,1670,-6.6139948
COG,2008,4.089602,2110,6.306376
COG,2009,4.25723,2420,11.637289
COG,2010,4.437884,2650,9.9312654
COG,2011,4.584216,2600,2.2059194
COG,2012,4.713257,3350,9.9471531
COG,2013,4.828066,3590,-.71243445
COG,2014,4.944861,3830,6.7166793
COG,2015,5.064386,2970,-3.5505818
COG,2016,5.186824,2130,-10.783238
COG,2017,5.31234,1640,-4.3825309
COG,2018,5.441062,1910,-4.8053516
COG,2019,5.570733,1980,-.08688596
COG,2020,5.702174,1760,-6.2393196
COG,2021,5.835806,1970,-2.2000026
COL,1960,15.687688,,
COL,1961,16.182414,,5.089217
COL,1962,16.691282,290,5.4118896
COL,1963,17.210956,290,3.2867076
COL,1964,17.739754,310,6.1669413
COL,1965,18.275814,320,3.6000114
COL,1966,18.811407,320,5.2367359
COL,1967,19.343961,300,4.1348642
COL,1968,19.872503,310,5.933118
COL,1969,20.392264,320,6.1025173
COL,1970,20.905254,340,6.207797
COL,1971,21.405413,370,5.9607279
COL,1972,21.898055,400,7.6691475
COL,1973,22.396318,470,6.722955
COL,1974,22.897871,560,5.7457572
COL,1975,23.403731,610,2.3232553
COL,1976,23.913002,640,4.7283687
COL,1977,24.443926,710,4.1585055
COL,1978,25.003608,870,8.4699008
COL,1979,25.579323,1090,5.379119
COL,1980,26.176195,1290,4.0873537
COL,1981,26.785982,1380,2.2768727
COL,1982,27.405194,1370,.94842079
COL,1983,28.042329,1310,1.573956
COL,1984,28.689032,1310,3.3506837
COL,1985,29.32626,1240,3.1071062
COL,1986,29.960101,1240,5.8240761
COL,1987,30.603048,1260,5.3689321
COL,1988,31.256727,1320,4.0641732
COL,1989,31.923117,1270,3.4140961
COL,1990,32.601393,1350,4.2819983
COL,1991,33.272628,1400,2.0016076
COL,1992,33.939039,1590,4.0449294
COL,1993,34.614735,1760,5.3854099
COL,1994,35.295461,2080,5.8146619
COL,1995,35.970101,2380,5.2024376
COL,1996,36.632573,2570,2.0558547
COL,1997,37.291946,2690,3.4302937
COL,1998,37.944414,2590,.56978409
COL,1999,38.585033,2360,-4.2040152
COL,2000,39.215135,2360,2.9248615
COL,2001,39.837875,2350,1.6778983
COL,2002,40.45405,2400,2.5039805
COL,2003,41.057687,2400,3.9182719
COL,2004,41.648268,2640,5.3330221
COL,2005,42.22094,3030,4.8287611
COL,2006,42.77291,3540,6.7168687
COL,2007,43.306582,4170,6.7381947
COL,2008,43.815313,4760,3.2834462
COL,2009,44.313917,5190,1.1396486
COL,2010,44.816108,5680,4.494659
COL,2011,45.308899,6370,6.947892
COL,2012,45.782417,7340,3.9126358
COL,2013,46.23793,8000,5.1339935
COL,2014,46.677947,8260,4.49903
COL,2015,47.119728,7400,2.9559014
COL,2016,47.625955,6530,2.0873825
COL,2017,48.351671,6010,1.3593609
COL,2018,49.276961,6320,2.5643243
COL,2019,50.187406,6590,3.1868554
COL,2020,50.930662,5820,-7.0481512
COL,2021,51.516562,6190,10.677013
COM,1960,.194852,,
COM,1961,.198617,,
COM,1962,.202527,,
COM,1963,.206546,,
COM,1964,.210665,,
COM,1965,.214939,,
COM,1966,.219369,,
COM,1967,.224321,,
COM,1968,.229971,,
COM,1969,.236002,,
COM,1970,.242351,,
COM,1971,.249066,,
COM,1972,.256187,,
COM,1973,.263728,,
COM,1974,.271719,,
COM,1975,.280036,,
COM,1976,.28881,,
COM,1977,.298152,,
COM,1978,.307938,,
COM,1979,.318123,,
COM,1980,.328328,,
COM,1981,.337986,,3.864929
COM,1982,.347053,620,6.383317
COM,1983,.356137,550,4.8214019
COM,1984,.365664,520,4.1103
COM,1985,.37565,520,2.2799608
COM,1986,.386068,590,1.8676122
COM,1987,.396887,740,1.6377842
COM,1988,.40807,910,2.6873794
COM,1989,.419584,890,-3.1802565
COM,1990,.431119,930,5.0912364
COM,1991,.442277,910,-5.3956371
COM,1992,.45299,1060,8.5309818
COM,1993,.463318,1050,3.0060613
COM,1994,.473478,850,-5.276783
COM,1995,.48376,830,3.6102064
COM,1996,.494288,770,-1.2916889
COM,1997,.505033,790,4.0301537
COM,1998,.515959,730,1.2825158
COM,1999,.526443,710,1.9244087
COM,2000,.536758,730,10.847879
COM,2001,.547741,710,2.3329071
COM,2002,.559047,690,2.3249449
COM,2003,.57013,800,2.1038716
COM,2004,.581154,970,1.9196598
COM,2005,.592683,1120,2.8375479
COM,2006,.604658,1170,2.6469555
COM,2007,.616899,1210,.80004235
COM,2008,.62947,1350,3.9646112
COM,2009,.642493,1440,3.2407407
COM,2010,.656024,1450,3.7777667
COM,2011,.670071,1480,4.1435067
COM,2012,.684553,1500,3.1684099
COM,2013,.699393,1580,4.4662473
COM,2014,.714612,1580,2.1066576
COM,2015,.730216,1470,1.1473508
COM,2016,.746232,1410,3.3204466
COM,2017,.761664,1370,3.8157629
COM,2018,.776313,1480,3.6424511
COM,2019,.790986,1520,1.7607802
COM,2020,.806166,1520,-.19555683
COM,2021,.821625,1580,2.1121956
CPV,1960,.209849,,
CPV,1961,.214788,,
CPV,1962,.221484,,
CPV,1963,.228814,,
CPV,1964,.236362,,
CPV,1965,.244156,,
CPV,1966,.252238,,
CPV,1967,.260648,,
CPV,1968,.269408,,
CPV,1969,.278524,,
CPV,1970,.287262,,
CPV,1971,.293505,,
CPV,1972,.296818,,
CPV,1973,.299191,,
CPV,1974,.301682,,
CPV,1975,.304375,,
CPV,1976,.307015,,
CPV,1977,.309389,,
CPV,1978,.311685,,
CPV,1979,.313995,,
CPV,1980,.317234,,
CPV,1981,.321634,,8.4515624
CPV,1982,.326319,460,2.8250301
CPV,1983,.330971,420,9.5207498
CPV,1984,.335473,410,3.7832707
CPV,1985,.339874,410,8.6420866
CPV,1986,.344271,470,2.8714554
CPV,1987,.348718,600,4.3090637
CPV,1988,.353233,770,5.9968549
CPV,1989,.35815,830,5.6979494
CPV,1990,.364563,830,.69217187
CPV,1991,.372721,840,1.4041469
CPV,1992,.381947,970,10.937647
CPV,1993,.391749,1110,8.7083114
CPV,1994,.401655,1220,19.182642
CPV,1995,.411382,1320,14.211636
CPV,1996,.421007,1260,11.346525
CPV,1997,.430654,1270,11.118426
CPV,1998,.440214,1240,12.517286
CPV,1999,.449627,1280,11.222649
CPV,2000,.458251,1310,14.284869
CPV,2001,.465958,1260,2.2316545
CPV,2002,.473231,1220,5.2508912
CPV,2003,.480089,1420,4.1762593
CPV,2004,.486583,1790,10.197073
CPV,2005,.492827,2030,6.912458
CPV,2006,.498884,2160,7.9837504
CPV,2007,.504733,2650,15.170688
CPV,2008,.510336,3110,6.6505205
CPV,2009,.515638,3270,-1.270426
CPV,2010,.521212,3200,1.4667901
CPV,2011,.527521,3310,3.9688863
CPV,2012,.533864,3250,1.0819183
CPV,2013,.53994,3310,.8027976
CPV,2014,.546076,3190,.61121267
CPV,2015,.552166,3050,1.0068637
CPV,2016,.558394,2980,4.7057915
CPV,2017,.564954,2930,3.7020392
CPV,2018,.571202,3240,4.5311617
CPV,2019,.57703,3460,5.6677525
CPV,2020,.58264,2920,-14.783405
CPV,2021,.587925,3190,6.9524487
CRI,1960,1.346302,,
CRI,1961,1.396138,,1.8792766
CRI,1962,1.447037,350,5.4423914
CRI,1963,1.498647,350,6.8989234
CRI,1964,1.550661,340,3.6590483
CRI,1965,1.602736,360,8.1905276
CRI,1966,1.654619,390,6.969319
CRI,1967,1.706062,400,5.6501259
CRI,1968,1.756333,440,8.4733043
CRI,1969,1.805968,470,5.4917999
CRI,1970,1.855697,520,7.5031343
CRI,1971,1.905486,560,6.7785054
CRI,1972,1.955547,630,8.1780451
CRI,1973,2.006247,750,7.7089158
CRI,1974,2.058235,880,5.5449
CRI,1975,2.11185,960,2.100071
CRI,1976,2.167544,1040,5.5175644
CRI,1977,2.22563,1230,8.9044744
CRI,1978,2.28621,1460,6.2676868
CRI,1979,2.349258,1720,4.939124
CRI,1980,2.414303,1930,.7518954
CRI,1981,2.481334,1400,-2.2616555
CRI,1982,2.55078,1010,-7.2855688
CRI,1983,2.622532,930,2.8629927
CRI,1984,2.6962,1100,8.0241079
CRI,1985,2.771463,1220,.72160173
CRI,1986,2.847849,1420,5.5362508
CRI,1987,2.924595,1580,4.7645333
CRI,1988,3.001461,1630,3.4321474
CRI,1989,3.079001,1640,5.6659755
CRI,1990,3.158253,1720,3.5530634
CRI,1991,3.239414,1930,2.265655
CRI,1992,3.321939,2320,9.2011037
CRI,1993,3.405372,2710,7.0971912
CRI,1994,3.489152,2950,4.5190284
CRI,1995,3.572856,3160,4.153953
CRI,1996,3.656234,3220,1.3504595
CRI,1997,3.739421,3330,5.4761658
CRI,1998,3.821421,3390,7.1553086
CRI,1999,3.90143,3450,4.2148112
CRI,2000,3.979193,3560,3.8687181
CRI,2001,4.053222,3660,3.4911699
CRI,2002,4.122623,3750,3.4168764
CRI,2003,4.18861,4000,4.3171799
CRI,2004,4.2528,4350,4.4245996
CRI,2005,4.315887,4610,3.9766664
CRI,2006,4.378172,5020,7.3266954
CRI,2007,4.440019,5630,8.215132
CRI,2008,4.501921,6350,4.7381749
CRI,2009,4.563127,6480,-.87345594
CRI,2010,4.622252,7190,5.3603435
CRI,2011,4.679926,8020,4.4031592
CRI,2012,4.736593,9190,4.8825924
CRI,2013,4.791535,9840,2.4947661
CRI,2014,4.844288,10250,3.5421099
CRI,2015,4.895242,10610,3.652081
CRI,2016,4.945205,11000,4.2043233
CRI,2017,4.993842,11400,4.157699
CRI,2018,5.040734,11880,2.6159044
CRI,2019,5.084532,12040,2.4175118
CRI,2020,5.123105,11520,-4.0509082
CRI,2021,5.153957,12310,7.5795653
CSS,1960,4.209141,,
CSS,1961,4.289429,,10.101353
CSS,1962,4.36642,478.6671,4.5994374
CSS,1963,4.443544,518.63605,3.7796172
CSS,1964,4.520592,562.48169,8.732197
CSS,1965,4.596245,605.15902,6.2420056
CSS,1966,4.670465,606.66048,7.4835964
CSS,1967,4.743053,640.26518,4.454195
CSS,1968,4.813958,666.01974,5.9187341
CSS,1969,4.883868,695.67048,5.6011759
CSS,1970,4.953314,745.71892,4.4862174
CSS,1971,5.023876,786.86112,2.1638971
CSS,1972,5.090052,933.0424,7.2312934
CSS,1973,5.150123,1034.7161,-.58948946
CSS,1974,5.208944,1221.7949,-3.1913356
CSS,1975,5.266374,1546.9873,-1.2221457
CSS,1976,5.322281,1573.8428,1.2116059
CSS,1977,5.377263,1698.575,3.8368785
CSS,1978,5.432222,1852.8799,5.7714135
CSS,1979,5.486916,2048.5665,5.1957324
CSS,1980,5.544061,2361.4616,2.4715084
CSS,1981,5.604584,2628.6534,.935776
CSS,1982,5.666254,2799.6682,1.0251088
CSS,1983,5.727558,2685.5962,-2.3870596
CSS,1984,5.785882,2620.9748,1.0157528
CSS,1985,5.84196,2574.9048,.0937856
CSS,1986,5.894393,2497.7996,1.3526951
CSS,1987,5.939439,2559.4713,1.8898408
CSS,1988,5.980371,2770.185,2.2272057
CSS,1989,6.020383,2806.7336,4.1951807
CSS,1990,6.057836,2810.8093,.93848614
CSS,1991,6.100213,2815.3441,1.3621474
CSS,1992,6.152432,2931.1374,2.2124805
CSS,1993,6.206775,2980.1307,2.9480074
CSS,1994,6.261744,3018.3199,2.7870605
CSS,1995,6.319517,3380.07,2.910054
CSS,1996,6.376465,3672.6332,3.4665736
CSS,1997,6.430969,3836.1934,4.0510465
CSS,1998,6.484492,4022.0824,1.1846572
CSS,1999,6.535399,4527.2651,5.0711363
CSS,2000,6.582141,4871.5849,3.7664301
CSS,2001,6.626803,4992.7197,2.0442741
CSS,2002,6.671842,5200.6528,3.5849822
CSS,2003,6.716747,5664.6816,5.5900201
CSS,2004,6.760372,6297.4195,3.9335769
CSS,2005,6.802474,6853.8731,3.6074284
CSS,2006,6.844183,7584.7767,6.7725935
CSS,2007,6.884705,8301.7236,3.355791
CSS,2008,6.923924,9201.3594,1.1925918
CSS,2009,6.96424,8853.6511,-3.5382996
CSS,2010,7.004428,8972.8314,1.316239
CSS,2011,7.044357,8829.1639,1.083137
CSS,2012,7.088996,9710.1012,3.1830538
CSS,2013,7.135884,10168.364,1.4195281
CSS,2014,7.181044,10275.935,2.1390373
CSS,2015,7.224602,10193.206,.23042085
CSS,2016,7.265272,9575.1734,-1.8845739
CSS,2017,7.303634,9534.3466,-.4292257
CSS,2018,7.37465,9751.0761,1.3252143
CSS,2019,7.424102,10119.43,1.2651046
CSS,2020,7.444768,8919.9062,-9.4283713
CSS,2021,7.481877,9683.1743,5.348923
CUB,1960,7.267395,,
CUB,1961,7.418518,,
CUB,1962,7.574265,,
CUB,1963,7.736352,,
CUB,1964,7.902286,,
CUB,1965,8.067651,,
CUB,1966,8.23045,,
CUB,1967,8.390962,,
CUB,1968,8.550286,,
CUB,1969,8.709654,,
CUB,1970,8.869636,,
CUB,1971,9.025709,,8.583859
CUB,1972,9.169289,830,4.8266858
CUB,1973,9.297924,1030,3.4344885
CUB,1974,9.413105,1230,.98449182
CUB,1975,9.514305,1490,9.4764261
CUB,1976,9.600862,1540,5.4279605
