xyzDMxyzCountry,xyzDMxyzRequestYear,xyzDPxyzsi_pov_nahc,xyzDMxyzFootnote,ymax
PAN,2018,21.4,0,2021
PAN,2019,21.5,0,2021
PAN,2021,21.8,0,2021
PER,2004,58.7,0,2022
PER,2005,55.6,0,2022
PER,2006,49.2,0,2022
PER,2007,42.4,0,2022
PER,2008,37.3,0,2022
PER,2009,33.5,0,2022
PER,2010,30.8,0,2022
PER,2011,27.8,0,2022
PER,2012,25.8,0,2022
PER,2013,23.9,0,2022
PER,2014,22.7,0,2022
PER,2015,21.8,0,2022
PER,2016,20.7,0,2022
PER,2017,21.7,0,2022
PER,2018,20.5,0,2022
PER,2019,20.2,0,2022
PER,2020,30.1,0,2022
PER,2021,25.9,0,2022
PER,2022,27.5,0,2022
PHL,2006,26.6,0,2021
PHL,2009,26.3,0,2021
PHL,2012,25.2,0,2021
PHL,2015,23.5,0,2021
PHL,2018,16.7,0,2021
PHL,2021,18.1,0,2021
PLW,2006,24.9,0,2006
PNG,2009,39.9,0,2009
POL,2008,17.6,0,2022
POL,2009,17.3,0,2022
POL,2010,17.4,0,2022
POL,2011,16.9,0,2022
POL,2012,16.3,0,2022
POL,2013,16.2,0,2022
POL,2014,16.2,0,2022
POL,2015,15.5,0,2022
POL,2016,13.9,0,2022
POL,2017,13.4,0,2022
POL,2018,14.2,0,2022
POL,2019,13,0,2022
POL,2020,11.8,1,2022
POL,2021,12.2,1,2022
POL,2022,11.8,1,2022
PRT,1994,23,0,2021
PRT,1995,21,0,2021
PRT,1996,22,0,2021
PRT,1997,21,0,2021
PRT,1998,21,0,2021
PRT,1999,21,0,2021
PRT,2000,20,0,2021
PRT,2001,20,0,2021
PRT,2003,20.4,1,2021
PRT,2004,19.4,1,2021
PRT,2005,18.5,1,2021
PRT,2006,18.1,1,2021
PRT,2007,18.5,1,2021
PRT,2008,17.9,1,2021
PRT,2009,17.9,1,2021
PRT,2010,18,1,2021
PRT,2011,17.9,1,2021
PRT,2012,18.7,1,2021
PRT,2013,19.5,1,2021
PRT,2014,19.5,1,2021
PRT,2015,19,1,2021
PRT,2016,18.3,1,2021
PRT,2017,17.3,1,2021
PRT,2018,17.2,1,2021
PRT,2019,16.2,1,2021
PRT,2020,18.4,1,2021
PRT,2021,16.4,1,2021
PRY,2002,57.71886,0,2022
PRY,2003,51.42857,0,2022
PRY,2004,48.78481,0,2022
PRY,2005,44.85699,0,2022
PRY,2006,48.85138,0,2022
PRY,2007,45.32787,0,2022
PRY,2008,43.18972,0,2022
PRY,2009,41.61484,0,2022
PRY,2010,38.9637,0,2022
PRY,2011,37.03188,0,2022
PRY,2012,31.37205,0,2022
PRY,2013,27.99891,0,2022
PRY,2014,27.17867,0,2022
PRY,2015,26.5814,0,2022
PRY,2016,28.86,0,2022
PRY,2017,26.4,0,2022
PRY,2018,24.2,0,2022
PRY,2019,23.51494,0,2022
PRY,2020,26.9,0,2022
PRY,2021,26.9,0,2022
PRY,2022,24.7,0,2022
PSE,2004,25.9,0,2016
PSE,2005,24.3,0,2016
PSE,2006,24,0,2016
PSE,2007,31.2,0,2016
PSE,2009,22.6,0,2016
PSE,2010,25.7,1,2016
PSE,2011,25.8,1,2016
PSE,2016,29.2,1,2016
ROU,1999,17,0,2021
ROU,2000,17,0,2021
ROU,2001,18,0,2021
ROU,2006,24.6,1,2021
ROU,2007,23.6,1,2021
ROU,2008,22.1,1,2021
ROU,2009,21.6,1,2021
ROU,2010,22.3,1,2021
ROU,2011,22.9,1,2021
ROU,2012,23,1,2021
ROU,2013,25.1,1,2021
ROU,2014,25.4,1,2021
ROU,2015,25.3,1,2021
ROU,2016,23.6,1,2021
ROU,2017,23.5,1,2021
ROU,2018,23.8,1,2021
ROU,2019,23.4,1,2021
ROU,2020,22.5,1,2021
ROU,2021,21.2,1,2021
RUS,2000,29,0,2020
RUS,2002,24.6,0,2020
RUS,2003,20.3,0,2020
RUS,2004,17.6,0,2020
RUS,2005,17.8,0,2020
RUS,2006,15.2,0,2020
RUS,2007,13.3,0,2020
RUS,2008,13.4,0,2020
RUS,2009,13,0,2020
RUS,2010,12.5,0,2020
RUS,2011,12.7,0,2020
RUS,2012,10.7,0,2020
RUS,2013,10.8,0,2020
RUS,2014,11.2,0,2020
RUS,2015,13.3,0,2020
RUS,2016,13.3,0,2020
RUS,2017,13.2,0,2020
RUS,2018,12.6,0,2020
RUS,2019,12.3,0,2020
RUS,2020,12.1,0,2020
RWA,2000,58.9,0,2016
RWA,2005,56.7,0,2016
RWA,2010,44.9,0,2016
RWA,2013,39.1,1,2016
RWA,2016,38.2,1,2016
SDN,2009,46.5,0,2009
SEN,2001,55.2,1,2011
SEN,2005,48.3,1,2011
SEN,2011,46.7,1,2011
SLB,2005,22.7,0,2013
SLB,2013,12.7,0,2013
SLE,2003,66.4,1,2018
SLE,2011,62.4,2,2018
SLE,2018,56.8,2,2018
SLV,2007,34.6,0,2022
SLV,2008,40,1,2022
SLV,2009,37.8,1,2022
SLV,2010,36.5,1,2022
SLV,2011,40.6,1,2022
SLV,2012,34.5,1,2022
SLV,2013,29.6,1,2022
SLV,2014,31.8,1,2022
SLV,2015,34.9,1,2022
SLV,2016,32.7,1,2022
SLV,2017,29.2,1,2022
SLV,2018,26.3,1,2022
SLV,2019,22.8,1,2022
SLV,2020,26.2,2,2022
SLV,2021,24.6,2,2022
SLV,2022,26.6,2,2022
SOM,2022,54.4,1,2022
SRB,2012,24.5,0,2021
SRB,2013,25,0,2021
SRB,2014,26.7,0,2021
SRB,2015,25.9,0,2021
SRB,2016,25.7,0,2021
SRB,2017,24.3,0,2021
SRB,2018,23.2,0,2021
SRB,2019,21.7,0,2021
SRB,2020,21.2,0,2021
SRB,2021,20,0,2021
SSD,2009,50.6,0,2016
SSD,2016,82.3,1,2016
STP,2017,55.54038,1,2017
SVK,2004,13.3,0,2021
SVK,2005,11.6,0,2021
SVK,2006,10.6,0,2021
SVK,2007,10.9,0,2021
SVK,2008,11,0,2021
SVK,2009,12,0,2021
SVK,2010,13,0,2021
SVK,2011,13.2,0,2021
SVK,2012,12.8,0,2021
SVK,2013,12.6,0,2021
SVK,2014,12.3,0,2021
SVK,2015,12.7,0,2021
SVK,2016,12.4,0,2021
SVK,2017,12.2,0,2021
SVK,2018,11.9,0,2021
SVK,2019,11.4,0,2021
SVK,2020,12.3,0,2021
SVK,2021,13.7,0,2021
SVN,1999,11,0,2022
SVN,2000,11,0,2022
SVN,2001,10,0,2022
SVN,2004,12.2,1,2022
SVN,2005,11.6,1,2022
SVN,2006,11.5,1,2022
SVN,2007,12.3,1,2022
SVN,2008,11.3,1,2022
SVN,2009,12.7,1,2022
SVN,2010,13.6,1,2022
SVN,2011,13.5,1,2022
SVN,2012,14.5,1,2022
SVN,2013,14.5,1,2022
SVN,2014,14.3,1,2022
SVN,2015,13.9,1,2022
SVN,2016,13.3,1,2022
SVN,2017,13.3,1,2022
SVN,2018,12,1,2022
SVN,2019,12.4,1,2022
SVN,2020,11.7,1,2022
SVN,2021,12.1,1,2022
SVN,2022,12.7,1,2022
SWE,1996,8,0,2022
SWE,1998,8,0,2022
SWE,2000,9,0,2022
SWE,2001,11,1,2022
SWE,2003,11.3,2,2022
SWE,2004,9.5,2,2022
SWE,2005,12.3,2,2022
SWE,2006,10.5,2,2022
SWE,2007,13.5,3,2022
SWE,2008,14.4,3,2022
SWE,2009,14.8,3,2022
SWE,2010,15.4,3,2022
SWE,2011,15.2,3,2022
SWE,2012,16,3,2022
SWE,2013,15.6,3,2022
SWE,2014,16.3,3,2022
SWE,2015,16.2,3,2022
SWE,2016,15.8,3,2022
SWE,2017,16.4,3,2022
SWE,2018,17.1,3,2022
SWE,2019,16.1,3,2022
SWE,2020,15.7,3,2022
SWE,2021,16,3,2022
SWE,2022,16.1,3,2022
SWZ,2001,69,1,2017
SWZ,2009,63,1,2017
SWZ,2017,58.9,1,2017
SYC,2013,39.3,1,2018
SYC,2018,25.3,1,2018
SYR,2004,30.1,0,2007
SYR,2007,35.2,0,2007
TCD,2002,54.8,0,2018
TCD,2011,46.7,0,2018
TCD,2018,42.3,1,2018
TGO,2006,61.7,0,2018
TGO,2011,58.7,0,2018
TGO,2015,55.1,0,2018
TGO,2018,45.5,1,2018
THA,2000,42.33,0,2021
THA,2002,32.44,0,2021
THA,2004,26.76,0,2021
THA,2006,21.94,0,2021
THA,2007,20.04,0,2021
THA,2008,20.43,0,2021
THA,2009,17.88,0,2021
THA,2010,16.37,0,2021
THA,2011,13.22,0,2021
THA,2012,12.64,0,2021
THA,2013,10.94,0,2021
THA,2014,10.53,0,2021
THA,2015,7.21,0,2021
THA,2016,8.61,0,2021
THA,2017,7.87,0,2021
THA,2018,9.85,0,2021
THA,2019,6.24,0,2021
THA,2020,6.84,0,2021
THA,2021,6.32,0,2021
TJK,2013,34.3,0,2022
TJK,2014,32,0,2022
TJK,2015,31.3,0,2022
TJK,2016,30.3,0,2022
TJK,2017,29.5,0,2022
TJK,2018,27.4,0,2022
TJK,2019,26.3,0,2022
TJK,2021,23.2,1,2022
TJK,2022,22.5,1,2022
TLS,2001,36.3,1,2014
TLS,2007,50.4,1,2014
TLS,2014,41.8,1,2014
TON,2001,16.2,1,2021
TON,2009,22.5,1,2021
TON,2021,20.62,2,2021
TUN,2000,25.4,0,2021
TUN,2005,23.1,0,2021
TUN,2010,20.5,0,2021
TUN,2015,15.2,0,2021
TUN,2021,16.6,0,2021
TUR,2001,25,0,2021
TUR,2005,18.5538,1,2021
TUR,2006,16.3024,1,2021
TUR,2007,16.7258,1,2021
TUR,2008,17.1488,1,2021
TUR,2009,16.9,1,2021
TUR,2010,16.1238,1,2021
TUR,2011,16.3009,1,2021
TUR,2012,14.9579,1,2021
TUR,2013,14.9709,1,2021
TUR,2014,14.7,1,2021
TUR,2015,14.3,1,2021
TUR,2016,13.5,1,2021
TUR,2017,13.9,1,2021
TUR,2018,14.4,1,2021
TUR,2019,15,1,2021
TUR,2020,14.4,1,2021
TUR,2021,14.4,2,2021
TUV,2010,26.3,0,2010
TZA,2000,35.6,0,2018
TZA,2007,34.4,0,2018
TZA,2011,28.2,0,2018
TZA,2018,26.4,0,2018
UGA,2002,38.8,0,2019
UGA,2005,31.1,0,2019
UGA,2009,24.5,0,2019
UGA,2012,19.7,0,2019
UGA,2016,21.4,0,2019
UGA,2019,20.3,0,2019
UKR,2002,83.3,0,2020
UKR,2003,76.2,0,2020
UKR,2004,65.6,0,2020
UKR,2005,55.3,0,2020
UKR,2006,49.7,0,2020
UKR,2007,12.7,0,2020
UKR,2008,7.1,0,2020
UKR,2009,5.8,0,2020
UKR,2010,8.6,0,2020
UKR,2011,7.8,0,2020
UKR,2012,9,0,2020
UKR,2013,8.3,0,2020
UKR,2014,8.6,1,2020
UKR,2015,6.4,2,2020
UKR,2016,3.8,3,2020
UKR,2017,2.4,4,2020
UKR,2018,1.3,5,2020
UKR,2019,1.1,6,2020
UKR,2020,1.6,7,2020
URY,2006,32.5,0,2022
URY,2007,29.6,0,2022
URY,2008,24.2,0,2022
URY,2009,21,0,2022
URY,2010,18.5,0,2022
URY,2011,13.7,0,2022
URY,2012,12.4,0,2022
URY,2013,11.5,0,2022
URY,2014,9.7,0,2022
URY,2015,9.7,0,2022
URY,2016,9.4,0,2022
URY,2017,7.9,0,2022
URY,2018,8.1,0,2022
URY,2019,8.8,0,2022
URY,2020,11.6,1,2022
URY,2021,10.6,2,2022
URY,2022,9.9,3,2022
UZB,2021,16.96,0,2023
UZB,2022,14.12,0,2023
UZB,2023,11.04766,0,2023
VEN,2000,41.6,0,2015
VEN,2001,31.1,0,2015
VEN,2002,41.1,0,2015
VEN,2003,54,0,2015
VEN,2004,53.1,0,2015
VEN,2005,42.4,0,2015
VEN,2006,33.1,0,2015
VEN,2007,27.5,0,2015
VEN,2008,27.7,0,2015
VEN,2009,26.4,0,2015
VEN,2010,26.8,0,2015
VEN,2011,27.4,0,2015
VEN,2012,27.2,0,2015
VEN,2013,29.4,0,2015
VEN,2014,29.5,0,2015
VEN,2015,33.1,0,2015
VNM,2016,9.2,0,2022
VNM,2017,7.9,0,2022
VNM,2018,6.8,0,2022
VNM,2019,5.65,0,2022
VNM,2020,4.8,0,2022
VNM,2022,4.3,0,2022
VUT,2010,12.7,1,2020
VUT,2020,15.9,2,2020
WSM,2008,26.9,0,2018
WSM,2013,18.8,0,2018
WSM,2018,21.9,0,2018
XKX,2003,37.7,0,2015
XKX,2004,43.7,0,2015
XKX,2005,34.8,0,2015
XKX,2006,45,0,2015
XKX,2009,34.5,0,2015
XKX,2010,29.2,0,2015
XKX,2011,29.7,0,2015
XKX,2012,22.9,1,2015
XKX,2013,17.6,1,2015
XKX,2014,21.1,1,2015
XKX,2015,17.6,1,2015
YEM,2005,34.8,0,2014
YEM,2014,48.6,0,2014
ZAF,2005,66.6,0,2014
ZAF,2008,62.1,0,2014
ZAF,2010,53.2,0,2014
ZAF,2014,55.5,0,2014
ZMB,2010,57,1,2022
ZMB,2015,54.4,1,2022
ZMB,2022,60,1,2022
ZWE,2001,32.2,1,2019
ZWE,2011,22.5,1,2019
ZWE,2017,30.4,1,2019
ZWE,2019,38.3,1,2019
