xyzdmxyzcountry,xyzdmxyzyearrange,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzdistribution,xyzdpxyzsi_spr_pcap_zg,xyzdcxyzpppyear,xyzdmxyzcoverage,survey_coverage
POL,2014-2019,FALSE,INC,premium,2.4774609,2011,N,N
POL,2014-2019,FALSE,INC,m50,6.8114729,2011,N,N
POL,2014-2019,FALSE,INC,tot,6.3444927,2017,N,N
POL,2014-2019,FALSE,INC,m50,6.8114716,2017,N,N
POL,2014-2019,FALSE,INC,premium,2.4774717,2017,N,N
PRT,2007-2012,FALSE,INC,premium,.145347,2011,N,N
PRT,2007-2012,FALSE,INC,b40,-1.9880064,2017,N,N
PRT,2007-2012,FALSE,INC,premium,.14535409,2017,N,N
PRT,2007-2012,FALSE,INC,tot,-2.1333542,2011,N,N
PRT,2007-2012,FALSE,INC,m50,-1.5274328,2017,N,N
PRT,2007-2012,FALSE,INC,m50,-1.5274351,2011,N,N
PRT,2007-2012,FALSE,INC,tot,-2.1333605,2017,N,N
PRT,2007-2012,FALSE,INC,b40,-1.9880072,2011,N,N
PRT,2009-2014,FALSE,INC,tot,-2.0896692,2011,N,N
PRT,2009-2014,FALSE,INC,premium,-.49671182,2017,N,N
PRT,2009-2014,FALSE,INC,premium,-.49670672,2011,N,N
PRT,2009-2014,FALSE,INC,m50,-1.832024,2011,N,N
PRT,2009-2014,FALSE,INC,b40,-2.5863834,2017,N,N
PRT,2009-2014,FALSE,INC,b40,-2.586376,2011,N,N
PRT,2009-2014,FALSE,INC,tot,-2.0896716,2017,N,N
PRT,2009-2014,FALSE,INC,m50,-1.8320263,2017,N,N
PRT,2010-2015,FALSE,INC,m50,-.17750365,2011,N,N
PRT,2010-2015,FALSE,INC,b40,-.87038803,2011,N,N
PRT,2010-2015,FALSE,INC,tot,-.73549241,2011,N,N
PRT,2010-2015,FALSE,INC,premium,-.13489562,2011,N,N
PRT,2010-2015,FALSE,INC,b40,-.87039088,2017,N,N
PRT,2010-2015,FALSE,INC,premium,-.13489318,2017,N,N
PRT,2010-2015,FALSE,INC,tot,-.7354977,2017,N,N
PRT,2010-2015,FALSE,INC,m50,-.17750338,2017,N,N
PRT,2012-2017,FALSE,INC,tot,1.996331,2011,N,N
PRT,2012-2017,FALSE,INC,b40,3.323606,2011,N,N
PRT,2012-2017,FALSE,INC,tot,1.9963364,2017,N,N
PRT,2012-2017,FALSE,INC,m50,2.3512938,2017,N,N
PRT,2012-2017,FALSE,INC,m50,2.3512936,2011,N,N
PRT,2012-2017,FALSE,INC,premium,1.3272608,2017,N,N
PRT,2012-2017,FALSE,INC,b40,3.3235972,2017,N,N
PRT,2012-2017,FALSE,INC,premium,1.327275,2011,N,N
PRT,2013-2018,FALSE,INC,b40,5.0714769,2011,N,N
PRT,2013-2018,FALSE,INC,m50,3.4028375,2011,N,N
PRT,2013-2018,FALSE,INC,tot,3.1506951,2011,N,N
PRT,2013-2018,FALSE,INC,m50,3.4028362,2017,N,N
PRT,2013-2018,FALSE,INC,premium,1.9207819,2011,N,N
PRT,2013-2018,FALSE,INC,premium,1.9207964,2017,N,N
PRT,2013-2018,FALSE,INC,b40,5.0714891,2017,N,N
PRT,2013-2018,FALSE,INC,tot,3.1506928,2017,N,N
PRT,2014-2019,FALSE,INC,m50,4.5058122,2011,N,N
PRT,2014-2019,FALSE,INC,m50,4.5058074,2017,N,N
PRT,2014-2019,FALSE,INC,b40,5.9405088,2011,N,N
PRT,2014-2019,FALSE,INC,tot,4.1645703,2011,N,N
PRT,2014-2019,FALSE,INC,b40,5.940511,2017,N,N
PRT,2014-2019,FALSE,INC,premium,1.7759385,2011,N,N
PRT,2014-2019,FALSE,INC,tot,4.1645704,2017,N,N
PRT,2014-2019,FALSE,INC,premium,1.7759406,2017,N,N
PRT,2015-2020,FALSE,INC,b40,4.5038466,2011,N,N
PRT,2015-2020,FALSE,INC,b40,4.5038487,2017,N,N
PRT,2015-2020,FALSE,INC,m50,3.7754941,2011,N,N
PRT,2015-2020,FALSE,INC,premium,.64226556,2011,N,N
PRT,2015-2020,FALSE,INC,tot,3.861584,2017,N,N
PRT,2015-2020,FALSE,INC,premium,.64226472,2017,N,N
PRT,2015-2020,FALSE,INC,tot,3.8615811,2011,N,N
PRT,2015-2020,FALSE,INC,m50,3.7754941,2017,N,N
PRY,2006-2011,FALSE,INC,premium,.11807589,2017,N,N
PRY,2006-2011,FALSE,INC,m50,6.0837407,2011,N,N
PRY,2006-2011,FALSE,INC,tot,5.3659358,2011,N,N
PRY,2006-2011,FALSE,INC,tot,5.3659272,2017,N,N
PRY,2006-2011,FALSE,INC,b40,5.4839993,2011,N,N
PRY,2006-2011,FALSE,INC,b40,5.4840031,2017,N,N
PRY,2006-2011,FALSE,INC,premium,.11806345,2011,N,N
PRY,2006-2011,FALSE,INC,m50,6.0837481,2017,N,N
PRY,2007-2012,FALSE,INC,tot,3.7823907,2017,N,N
PRY,2007-2012,FALSE,INC,tot,3.7823865,2011,N,N
PRY,2007-2012,FALSE,INC,premium,2.8129623,2011,N,N
PRY,2007-2012,FALSE,INC,m50,6.667346,2011,N,N
PRY,2007-2012,FALSE,INC,b40,6.5953464,2017,N,N
PRY,2007-2012,FALSE,INC,b40,6.5953488,2011,N,N
PRY,2007-2012,FALSE,INC,m50,6.6673606,2017,N,N
PRY,2007-2012,FALSE,INC,premium,2.8129557,2017,N,N
PRY,2009-2015,FALSE,INC,premium,.94643354,2011,N,N
PRY,2009-2015,FALSE,INC,m50,5.1840212,2017,N,N
PRY,2009-2015,FALSE,INC,b40,5.9722338,2011,N,N
PRY,2009-2014,FALSE,INC,b40,7.1345727,2017,N,N
PRY,2009-2014,FALSE,INC,tot,7.2612729,2011,N,N
PRY,2009-2014,FALSE,INC,b40,7.1345735,2011,N,N
PRY,2009-2015,FALSE,INC,tot,5.0258002,2011,N,N
PRY,2009-2014,FALSE,INC,m50,6.3299084,2011,N,N
PRY,2009-2015,FALSE,INC,m50,5.1840076,2011,N,N
PRY,2009-2014,FALSE,INC,premium,-.126689,2017,N,N
PRY,2009-2014,FALSE,INC,premium,-.12669945,2011,N,N
PRY,2009-2014,FALSE,INC,tot,7.2612617,2017,N,N
PRY,2009-2015,FALSE,INC,b40,5.972229,2017,N,N
PRY,2009-2015,FALSE,INC,tot,5.0257877,2017,N,N
PRY,2009-2015,FALSE,INC,premium,.94644128,2017,N,N
PRY,2009-2014,FALSE,INC,m50,6.3299105,2017,N,N
PRY,2011-2016,FALSE,INC,m50,2.766242,2011,N,N
PRY,2011-2016,FALSE,INC,b40,4.9003592,2011,N,N
PRY,2011-2016,FALSE,INC,premium,3.251201,2011,N,N
PRY,2011-2016,FALSE,INC,tot,1.6491656,2017,N,N
PRY,2011-2016,FALSE,INC,m50,2.7662485,2017,N,N
PRY,2011-2016,FALSE,INC,tot,1.6491581,2011,N,N
PRY,2011-2016,FALSE,INC,premium,3.2511893,2017,N,N
PRY,2011-2016,FALSE,INC,b40,4.9003549,2017,N,N
PRY,2012-2017,FALSE,INC,tot,2.8490934,2011,N,N
PRY,2012-2017,FALSE,INC,b40,3.5587573,2017,N,N
PRY,2012-2017,FALSE,INC,premium,.70966196,2011,N,N
PRY,2012-2017,FALSE,INC,b40,3.5587554,2011,N,N
PRY,2012-2017,FALSE,INC,m50,1.4313283,2011,N,N
PRY,2012-2017,FALSE,INC,tot,2.8490836,2017,N,N
PRY,2012-2017,FALSE,INC,premium,.7096737,2017,N,N
PRY,2012-2017,FALSE,INC,m50,1.4313207,2017,N,N
PRY,2013-2018,FALSE,INC,premium,1.4734642,2017,N,N
PRY,2013-2018,FALSE,INC,m50,1.3083776,2011,N,N
PRY,2013-2018,FALSE,INC,b40,1.8802085,2011,N,N
PRY,2013-2018,FALSE,INC,tot,.4067398,2011,N,N
PRY,2013-2018,FALSE,INC,tot,.40674644,2017,N,N
PRY,2013-2018,FALSE,INC,m50,1.3083637,2017,N,N
PRY,2013-2018,FALSE,INC,premium,1.4734687,2011,N,N
PRY,2013-2018,FALSE,INC,b40,1.8802106,2017,N,N
PRY,2014-2019,FALSE,INC,tot,-.65407831,2017,N,N
PRY,2014-2019,FALSE,INC,premium,2.6238528,2011,N,N
PRY,2014-2019,FALSE,INC,premium,2.6238414,2017,N,N
PRY,2014-2019,FALSE,INC,m50,1.0921639,2011,N,N
PRY,2014-2019,FALSE,INC,b40,1.9697631,2017,N,N
PRY,2014-2019,FALSE,INC,b40,1.9697653,2011,N,N
PRY,2014-2019,FALSE,INC,tot,-.65408754,2011,N,N
PRY,2014-2019,FALSE,INC,m50,1.0921572,2017,N,N
PRY,2015-2020,FALSE,INC,b40,.55871497,2017,N,N
PRY,2015-2020,FALSE,INC,tot,-1.9752953,2017,N,N
PRY,2015-2020,FALSE,INC,premium,2.5340102,2017,N,N
PRY,2015-2020,FALSE,INC,b40,.55871493,2011,N,N
PRY,2015-2020,FALSE,INC,m50,-.43788031,2011,N,N
PRY,2015-2020,FALSE,INC,premium,2.5340204,2011,N,N
PRY,2015-2020,FALSE,INC,m50,-.43789351,2017,N,N
PRY,2015-2020,FALSE,INC,tot,-1.9753054,2011,N,N
PRY,2016-2021,FALSE,INC,premium,2.9788861,2011,N,N
PRY,2016-2021,FALSE,INC,m50,.6804297,2011,N,N
PRY,2016-2021,FALSE,INC,tot,-1.239834,2011,N,N
PRY,2016-2021,FALSE,INC,b40,1.7390552,2017,N,N
PRY,2016-2021,FALSE,INC,m50,.68041567,2017,N,N
PRY,2016-2021,FALSE,INC,premium,2.9788932,2017,N,N
PRY,2016-2021,FALSE,INC,tot,-1.239838,2017,N,N
PRY,2016-2021,FALSE,INC,b40,1.7390522,2011,N,N
PRY,2017-2022,FALSE,INC,tot,-1.0041538,2017,N,N
PRY,2017-2022,FALSE,INC,m50,.29459656,2011,N,N
PRY,2017-2022,FALSE,INC,premium,1.5885379,2017,N,N
PRY,2017-2022,FALSE,INC,tot,-1.0041554,2011,N,N
PRY,2017-2022,FALSE,INC,m50,.29458765,2017,N,N
PRY,2017-2022,FALSE,INC,b40,.58438563,2011,N,N
PRY,2017-2022,FALSE,INC,premium,1.5885411,2011,N,N
PRY,2017-2022,FALSE,INC,b40,.58438414,2017,N,N
PSE,2004-2009,FALSE,CONS,premium,.07747686,2017,N,N
PSE,2004-2009,FALSE,CONS,m50,1.6774609,2011,N,N
PSE,2004-2009,FALSE,CONS,b40,2.0434601,2011,N,N
PSE,2004-2009,FALSE,CONS,m50,1.6774595,2017,N,N
PSE,2004-2009,FALSE,CONS,premium,.07747614,2011,N,N
PSE,2004-2009,FALSE,CONS,tot,1.9659812,2017,N,N
PSE,2004-2009,FALSE,CONS,tot,1.965984,2011,N,N
PSE,2004-2009,FALSE,CONS,b40,2.043458,2017,N,N
PSE,2009-2011,FALSE,CONS,tot,.35307713,2017,N,N
PSE,2009-2011,FALSE,CONS,premium,-.1389315,2011,N,N
PSE,2009-2011,FALSE,CONS,tot,.35306886,2011,N,N
PSE,2009-2011,FALSE,CONS,b40,.21414124,2017,N,N
PSE,2009-2011,FALSE,CONS,m50,.5951454,2011,N,N
PSE,2009-2011,FALSE,CONS,b40,.21413736,2011,N,N
PSE,2009-2011,FALSE,CONS,m50,.59518024,2017,N,N
PSE,2009-2011,FALSE,CONS,premium,-.13893589,2017,N,N
PSE,2011-2016,FALSE,CONS,m50,.11102716,2017,N,N
PSE,2011-2016,FALSE,CONS,premium,-.34133714,2017,N,N
PSE,2011-2016,FALSE,CONS,m50,.11102819,2011,N,N
PSE,2011-2016,FALSE,CONS,tot,-.55259997,2011,N,N
PSE,2011-2016,FALSE,CONS,premium,-.34134263,2011,N,N
PSE,2011-2016,FALSE,CONS,b40,-.89394259,2011,N,N
PSE,2011-2016,FALSE,CONS,b40,-.89394366,2017,N,N
PSE,2011-2016,FALSE,CONS,tot,-.55260652,2017,N,N
ROU,2006-2011,FALSE,CONS,b40,5.876771,2011,N,N
ROU,2006-2011,FALSE,CONS,premium,1.4622769,2011,N,N
ROU,2006-2011,FALSE,CONS,premium,1.4622713,2017,N,N
ROU,2006-2011,FALSE,CONS,m50,5.2795691,2011,N,N
ROU,2006-2011,FALSE,CONS,tot,4.4145014,2017,N,N
ROU,2006-2011,FALSE,CONS,b40,5.8767727,2017,N,N
ROU,2006-2011,FALSE,CONS,tot,4.414494,2011,N,N
ROU,2006-2011,FALSE,CONS,m50,5.2795668,2017,N,N
ROU,2007-2012,FALSE,INC,premium,-.14702445,2011,N,N
ROU,2007-2012,FALSE,INC,tot,.70680565,2011,N,N
ROU,2007-2012,FALSE,INC,m50,1.4163183,2011,N,N
ROU,2007-2012,FALSE,INC,b40,.55978119,2011,N,N
ROU,2007-2012,FALSE,INC,b40,.55978149,2017,N,N
ROU,2007-2012,FALSE,INC,premium,-.14700873,2017,N,N
ROU,2007-2012,FALSE,INC,m50,1.4163199,2017,N,N
ROU,2007-2012,FALSE,INC,tot,.70679022,2017,N,N
ROU,2008-2013,FALSE,CONS,premium,.92428237,2011,N,N
ROU,2008-2013,FALSE,CONS,b40,.54302901,2011,N,N
ROU,2008-2013,FALSE,CONS,b40,.5430275,2017,N,N
ROU,2008-2013,FALSE,CONS,m50,.11210699,2017,N,N
ROU,2008-2013,FALSE,CONS,tot,-.38125336,2011,N,N
ROU,2008-2013,FALSE,CONS,premium,.92428781,2017,N,N
ROU,2008-2013,FALSE,CONS,m50,.11210533,2011,N,N
ROU,2008-2013,FALSE,CONS,tot,-.38126031,2017,N,N
ROU,2009-2014,FALSE,INC,premium,-1.3995234,2017,N,N
ROU,2009-2014,FALSE,INC,premium,-1.399516,2011,N,N
ROU,2009-2014,FALSE,INC,b40,-2.6588545,2017,N,N
ROU,2009-2014,FALSE,INC,tot,-1.2593349,2011,N,N
ROU,2009-2014,FALSE,INC,m50,-.1759392,2017,N,N
ROU,2009-2014,FALSE,INC,m50,-.17594382,2011,N,N
ROU,2009-2014,FALSE,INC,tot,-1.2593311,2017,N,N
ROU,2009-2014,FALSE,INC,b40,-2.6588509,2011,N,N
ROU,2010-2015,FALSE,INC,m50,1.7522902,2017,N,N
ROU,2010-2015,FALSE,INC,b40,.06062399,2017,N,N
ROU,2010-2015,FALSE,INC,tot,1.1404452,2011,N,N
ROU,2010-2015,FALSE,INC,tot,1.1404358,2017,N,N
ROU,2010-2015,FALSE,INC,b40,.06062637,2011,N,N
ROU,2010-2015,FALSE,INC,premium,-1.0798189,2011,N,N
ROU,2010-2015,FALSE,INC,m50,1.7522942,2011,N,N
ROU,2010-2015,FALSE,INC,premium,-1.0798118,2017,N,N
ROU,2012-2017,FALSE,INC,premium,.05476005,2017,N,N
ROU,2012-2017,FALSE,INC,tot,9.9614887,2017,N,N
ROU,2012-2017,FALSE,INC,b40,10.016249,2017,N,N
ROU,2012-2017,FALSE,INC,m50,10.477684,2017,N,N
ROU,2012-2017,FALSE,INC,tot,9.9614782,2011,N,N
ROU,2012-2017,FALSE,INC,b40,10.016248,2011,N,N
ROU,2012-2017,FALSE,INC,premium,.05476952,2011,N,N
ROU,2012-2017,FALSE,INC,m50,10.477684,2011,N,N
ROU,2013-2018,FALSE,INC,premium,1.2895953,2017,N,N
ROU,2013-2018,FALSE,INC,premium,1.2895756,2011,N,N
ROU,2013-2018,FALSE,INC,m50,12.456757,2011,N,N
ROU,2013-2018,FALSE,INC,b40,13.777347,2011,N,N
ROU,2013-2018,FALSE,INC,tot,12.487771,2011,N,N
ROU,2013-2018,FALSE,INC,b40,13.777343,2017,N,N
ROU,2013-2018,FALSE,INC,tot,12.487748,2017,N,N
ROU,2013-2018,FALSE,INC,m50,12.45676,2017,N,N
ROU,2014-2019,FALSE,INC,m50,13.320113,2011,N,N
ROU,2014-2019,FALSE,INC,tot,13.428242,2017,N,N
ROU,2014-2019,FALSE,INC,m50,13.320107,2017,N,N
ROU,2014-2019,FALSE,INC,b40,14.73758,2017,N,N
ROU,2014-2019,FALSE,INC,premium,1.3093281,2011,N,N
ROU,2014-2019,FALSE,INC,premium,1.3093382,2017,N,N
ROU,2014-2019,FALSE,INC,tot,13.42825,2011,N,N
ROU,2014-2019,FALSE,INC,b40,14.737578,2011,N,N
ROU,2015-2020,FALSE,INC,tot,14.228434,2011,N,N
ROU,2015-2020,FALSE,INC,premium,1.0620139,2017,N,N
ROU,2015-2020,FALSE,INC,premium,1.0620089,2011,N,N
ROU,2015-2020,FALSE,INC,m50,14.234589,2011,N,N
ROU,2015-2020,FALSE,INC,b40,15.290442,2011,N,N
ROU,2015-2020,FALSE,INC,b40,15.290449,2017,N,N
ROU,2015-2020,FALSE,INC,tot,14.228435,2017,N,N
ROU,2015-2020,FALSE,INC,m50,14.2346,2017,N,N
RUS,2004-2009,FALSE,CONS,m50,7.7630625,2011,N,N
RUS,2004-2009,FALSE,CONS,premium,.92693853,2011,N,N
RUS,2004-2009,FALSE,CONS,tot,7.9526086,2011,N,N
RUS,2004-2009,FALSE,CONS,tot,7.9526226,2017,N,N
RUS,2004-2009,FALSE,CONS,b40,8.8795471,2011,N,N
RUS,2004-2009,FALSE,CONS,premium,.92692425,2017,N,N
RUS,2004-2009,FALSE,CONS,m50,7.763068,2017,N,N
RUS,2004-2009,FALSE,CONS,b40,8.8795468,2017,N,N
RUS,2007-2012,FALSE,CONS,premium,1.2771883,2017,N,N
RUS,2007-2012,FALSE,CONS,b40,5.6983525,2017,N,N
RUS,2007-2012,FALSE,CONS,m50,4.8303594,2017,N,N
RUS,2007-2012,FALSE,CONS,tot,4.4211655,2011,N,N
RUS,2007-2012,FALSE,CONS,premium,1.2771854,2011,N,N
RUS,2007-2012,FALSE,CONS,tot,4.4211642,2017,N,N
RUS,2007-2012,FALSE,CONS,m50,4.8303599,2011,N,N
RUS,2007-2012,FALSE,CONS,b40,5.6983509,2011,N,N
RUS,2010-2015,FALSE,CONS,b40,1.3146604,2011,N,N
RUS,2010-2015,FALSE,CONS,m50,.46028285,2017,N,N
RUS,2010-2015,FALSE,CONS,premium,1.2298586,2017,N,N
RUS,2010-2015,FALSE,CONS,premium,1.2298558,2011,N,N
RUS,2010-2015,FALSE,CONS,b40,1.3146653,2017,N,N
RUS,2010-2015,FALSE,CONS,tot,.08480669,2017,N,N
RUS,2010-2015,FALSE,CONS,tot,.0848046,2011,N,N
RUS,2010-2015,FALSE,CONS,m50,.46027607,2011,N,N
RUS,2013-2018,FALSE,CONS,b40,-.43622268,2017,N,N
RUS,2013-2018,FALSE,CONS,premium,1.8323999,2011,N,N
RUS,2013-2018,FALSE,CONS,m50,-1.1689136,2011,N,N
RUS,2013-2018,FALSE,CONS,m50,-1.1689083,2017,N,N
RUS,2013-2018,FALSE,CONS,b40,-.43621415,2011,N,N
RUS,2013-2018,FALSE,CONS,tot,-2.2686141,2011,N,N
RUS,2013-2018,FALSE,CONS,premium,1.8323943,2017,N,N
RUS,2013-2018,FALSE,CONS,tot,-2.268617,2017,N,N
RUS,2015-2020,FALSE,CONS,premium,1.118074,2011,N,N
RUS,2015-2020,FALSE,CONS,b40,.65300453,2011,N,N
RUS,2015-2020,FALSE,CONS,m50,.04947651,2011,N,N
RUS,2015-2020,FALSE,CONS,tot,-.46507456,2017,N,N
RUS,2015-2020,FALSE,CONS,premium,1.1180758,2017,N,N
RUS,2015-2020,FALSE,CONS,b40,.65300126,2017,N,N
RUS,2015-2020,FALSE,CONS,tot,-.4650695,2011,N,N
RUS,2015-2020,FALSE,CONS,m50,.04947854,2017,N,N
RWA,2005-2010,FALSE,CONS,tot,1.2131641,2011,N,N
RWA,2005-2010,FALSE,CONS,b40,4.2790136,2011,N,N
RWA,2005-2010,FALSE,CONS,m50,2.9330795,2011,N,N
RWA,2005-2010,FALSE,CONS,premium,3.0658544,2017,N,N
RWA,2005-2010,FALSE,CONS,tot,1.2131659,2017,N,N
RWA,2005-2010,FALSE,CONS,m50,2.9330742,2017,N,N
RWA,2005-2010,FALSE,CONS,premium,3.0658495,2011,N,N
RWA,2005-2010,FALSE,CONS,b40,4.2790203,2017,N,N
RWA,2010-2013,FALSE,CONS,m50,3.6665203,2017,N,N
RWA,2010-2013,FALSE,CONS,premium,2.0247316,2017,N,N
RWA,2010-2013,FALSE,CONS,m50,3.6665404,2011,N,N
RWA,2010-2013,FALSE,CONS,b40,4.2339587,2011,N,N
RWA,2010-2013,FALSE,CONS,premium,2.0247359,2011,N,N
RWA,2010-2013,FALSE,CONS,tot,2.2092228,2011,N,N
RWA,2010-2013,FALSE,CONS,tot,2.2092181,2017,N,N
RWA,2010-2013,FALSE,CONS,b40,4.2339497,2017,N,N
RWA,2013-2016,FALSE,CONS,premium,.46871671,2011,N,N
RWA,2013-2016,FALSE,CONS,m50,.54941927,2017,N,N
RWA,2013-2016,FALSE,CONS,tot,-.1626272,2017,N,N
RWA,2013-2016,FALSE,CONS,m50,.54940426,2011,N,N
RWA,2013-2016,FALSE,CONS,premium,.46873394,2017,N,N
RWA,2013-2016,FALSE,CONS,tot,-.16263184,2011,N,N
RWA,2013-2016,FALSE,CONS,b40,.30608487,2011,N,N
RWA,2013-2016,FALSE,CONS,b40,.30610674,2017,N,N
SEN,2005-2011,FALSE,CONS,premium,-.5434148,2011,N,N
SEN,2005-2011,FALSE,CONS,m50,-.0339954,2017,N,N
SEN,2005-2011,FALSE,CONS,tot,.26505829,2017,N,N
SEN,2005-2011,FALSE,CONS,m50,-.03399846,2011,N,N
SEN,2005-2011,FALSE,CONS,b40,-.27835381,2011,N,N
SEN,2005-2011,FALSE,CONS,tot,.26506099,2011,N,N
SEN,2005-2011,FALSE,CONS,premium,-.5434215,2017,N,N
SEN,2005-2011,FALSE,CONS,b40,-.27836321,2017,N,N
SLE,2011-2018,FALSE,CONS,tot,2.8640615,2017,N,N
SLE,2011-2018,FALSE,CONS,premium,-.19719338,2011,N,N
SLE,2011-2018,FALSE,CONS,b40,2.6668687,2011,N,N
SLE,2011-2018,FALSE,CONS,m50,2.3771843,2017,N,N
SLE,2011-2018,FALSE,CONS,premium,-.19718951,2017,N,N
SLE,2011-2018,FALSE,CONS,b40,2.666872,2017,N,N
SLE,2011-2018,FALSE,CONS,m50,2.3771882,2011,N,N
SLE,2011-2018,FALSE,CONS,tot,2.8640621,2011,N,N
SLV,2006-2011,FALSE,INC,m50,.1756323,2017,N,N
SLV,2006-2011,FALSE,INC,m50,.17563169,2011,N,N
SLV,2006-2011,FALSE,INC,tot,-.74674261,2011,N,N
SLV,2006-2011,FALSE,INC,tot,-.74674294,2017,N,N
SLV,2006-2011,FALSE,INC,b40,1.3356719,2017,N,N
SLV,2006-2011,FALSE,INC,premium,2.0824148,2017,N,N
SLV,2006-2011,FALSE,INC,b40,1.3356726,2011,N,N
SLV,2006-2011,FALSE,INC,premium,2.0824152,2011,N,N
SLV,2007-2012,FALSE,INC,b40,.31451502,2011,N,N
SLV,2007-2012,FALSE,INC,m50,.00929372,2011,N,N
SLV,2007-2012,FALSE,INC,b40,.31451511,2017,N,N
SLV,2007-2012,FALSE,INC,premium,1.7258709,2017,N,N
SLV,2007-2012,FALSE,INC,tot,-1.4113557,2017,N,N
SLV,2007-2012,FALSE,INC,m50,.00929326,2017,N,N
SLV,2007-2012,FALSE,INC,premium,1.7258661,2011,N,N
SLV,2007-2012,FALSE,INC,tot,-1.4113511,2011,N,N
SLV,2009-2014,FALSE,INC,premium,2.5188258,2017,N,N
SLV,2009-2014,FALSE,INC,b40,4.0043802,2011,N,N
SLV,2009-2014,FALSE,INC,m50,2.6061044,2011,N,N
SLV,2009-2014,FALSE,INC,tot,1.4855558,2011,N,N
SLV,2009-2014,FALSE,INC,b40,4.0043844,2017,N,N
SLV,2009-2014,FALSE,INC,m50,2.6061046,2017,N,N
SLV,2009-2014,FALSE,INC,premium,2.5188245,2011,N,N
SLV,2009-2014,FALSE,INC,tot,1.4855586,2017,N,N
SLV,2010-2015,FALSE,INC,m50,2.9950807,2011,N,N
SLV,2010-2015,FALSE,INC,b40,4.6604878,2017,N,N
SLV,2010-2015,FALSE,INC,m50,2.9950793,2017,N,N
SLV,2010-2015,FALSE,INC,premium,2.3862994,2011,N,N
SLV,2010-2015,FALSE,INC,b40,4.6604881,2011,N,N
SLV,2010-2015,FALSE,INC,tot,2.2741888,2011,N,N
SLV,2010-2015,FALSE,INC,tot,2.2741889,2017,N,N
SLV,2010-2015,FALSE,INC,premium,2.3862989,2017,N,N
SLV,2011-2016,FALSE,INC,b40,4.080888,2017,N,N
SLV,2011-2016,FALSE,INC,tot,2.9278367,2011,N,N
SLV,2011-2016,FALSE,INC,premium,1.1530549,2017,N,N
SLV,2011-2016,FALSE,INC,tot,2.9278331,2017,N,N
SLV,2011-2016,FALSE,INC,b40,4.080893,2011,N,N
SLV,2011-2016,FALSE,INC,m50,4.1236711,2011,N,N
SLV,2011-2016,FALSE,INC,premium,1.1530564,2011,N,N
SLV,2011-2016,FALSE,INC,m50,4.1236676,2017,N,N
SLV,2012-2017,FALSE,INC,tot,2.307749,2011,N,N
SLV,2012-2017,FALSE,INC,tot,2.3077625,2017,N,N
SLV,2012-2017,FALSE,INC,b40,4.1600437,2017,N,N
SLV,2012-2017,FALSE,INC,m50,3.6769443,2011,N,N
SLV,2012-2017,FALSE,INC,b40,4.1600423,2011,N,N
SLV,2012-2017,FALSE,INC,premium,1.8522933,2011,N,N
SLV,2012-2017,FALSE,INC,m50,3.6769435,2017,N,N
SLV,2012-2017,FALSE,INC,premium,1.8522811,2017,N,N
SLV,2013-2018,FALSE,INC,b40,3.9260276,2017,N,N
SLV,2013-2018,FALSE,INC,m50,3.5242884,2017,N,N
SLV,2013-2018,FALSE,INC,premium,2.1342421,2017,N,N
SLV,2013-2018,FALSE,INC,premium,2.1342255,2011,N,N
SLV,2013-2018,FALSE,INC,tot,1.7918016,2011,N,N
SLV,2013-2018,FALSE,INC,b40,3.9260271,2011,N,N
SLV,2013-2018,FALSE,INC,tot,1.7917855,2017,N,N
SLV,2013-2018,FALSE,INC,m50,3.5242901,2011,N,N
SLV,2014-2019,FALSE,INC,tot,4.0240457,2017,N,N
SLV,2014-2019,FALSE,INC,tot,4.0240359,2011,N,N
SLV,2014-2019,FALSE,INC,premium,1.5207232,2017,N,N
SLV,2014-2019,FALSE,INC,premium,1.5207334,2011,N,N
SLV,2014-2019,FALSE,INC,b40,5.5447693,2011,N,N
SLV,2014-2019,FALSE,INC,b40,5.5447689,2017,N,N
SLV,2014-2019,FALSE,INC,m50,5.035275,2011,N,N
SLV,2014-2019,FALSE,INC,m50,5.0352734,2017,N,N
SLV,2016-2021,FALSE,INC,b40,3.3569808,2011,N,N
SLV,2016-2021,FALSE,INC,premium,-.01996221,2017,N,N
SLV,2016-2021,FALSE,INC,tot,3.3769486,2011,N,N
SLV,2016-2021,FALSE,INC,b40,3.3569835,2017,N,N
SLV,2016-2021,FALSE,INC,tot,3.3769457,2017,N,N
SLV,2016-2021,FALSE,INC,m50,4.1195347,2017,N,N
SLV,2016-2021,FALSE,INC,m50,4.1195421,2011,N,N
SLV,2016-2021,FALSE,INC,premium,-.01996779,2011,N,N
SLV,2017-2022,FALSE,INC,tot,3.4270947,2017,N,N
SLV,2017-2022,FALSE,INC,m50,3.7111252,2017,N,N
SLV,2017-2022,FALSE,INC,premium,-.91673961,2017,N,N
SLV,2017-2022,FALSE,INC,b40,2.5103591,2011,N,N
SLV,2017-2022,FALSE,INC,b40,2.5103551,2017,N,N
SLV,2017-2022,FALSE,INC,tot,3.4271065,2011,N,N
SLV,2017-2022,FALSE,INC,m50,3.7111216,2011,N,N
SLV,2017-2022,FALSE,INC,premium,-.91674741,2011,N,N
SRB,2007-2010,FALSE,CONS,m50,-1.0265736,2017,N,N
SRB,2007-2010,FALSE,CONS,b40,-1.5531276,2017,N,N
