xyzdmxyzcountry,xyzdmxyzyearrange,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzdistribution,xyzdpxyzsi_spr_pcap_zg,xyzdcxyzpppyear,xyzdmxyzcoverage,survey_coverage
CYP,2007-2012,FALSE,INC,m50,-2.3666856,2011,N,N
CYP,2009-2014,FALSE,INC,tot,-3.1046479,2011,N,N
CYP,2009-2014,FALSE,INC,b40,-4.6566447,2017,N,N
CYP,2009-2014,FALSE,INC,tot,-3.10465,2017,N,N
CYP,2009-2014,FALSE,INC,m50,-3.8650856,2011,N,N
CYP,2009-2014,FALSE,INC,premium,-1.5519888,2011,N,N
CYP,2009-2014,FALSE,INC,premium,-1.5519947,2017,N,N
CYP,2009-2014,FALSE,INC,b40,-4.6566367,2011,N,N
CYP,2009-2014,FALSE,INC,m50,-3.8650869,2017,N,N
CYP,2010-2015,FALSE,INC,m50,-3.4679,2011,N,N
CYP,2010-2015,FALSE,INC,premium,-1.2986604,2017,N,N
CYP,2010-2015,FALSE,INC,tot,-3.0435315,2017,N,N
CYP,2010-2015,FALSE,INC,m50,-3.4678964,2017,N,N
CYP,2010-2015,FALSE,INC,b40,-4.3421919,2017,N,N
CYP,2010-2015,FALSE,INC,tot,-3.0435326,2011,N,N
CYP,2010-2015,FALSE,INC,b40,-4.342196,2011,N,N
CYP,2010-2015,FALSE,INC,premium,-1.2986634,2011,N,N
CYP,2012-2017,FALSE,INC,tot,-.78326284,2017,N,N
CYP,2012-2017,FALSE,INC,m50,.28359027,2017,N,N
CYP,2012-2017,FALSE,INC,tot,-.78326529,2011,N,N
CYP,2012-2017,FALSE,INC,premium,1.0743633,2017,N,N
CYP,2012-2017,FALSE,INC,premium,1.0743689,2011,N,N
CYP,2012-2017,FALSE,INC,m50,.28358674,2011,N,N
CYP,2012-2017,FALSE,INC,b40,.29110043,2017,N,N
CYP,2012-2017,FALSE,INC,b40,.2911036,2011,N,N
CYP,2013-2018,FALSE,INC,premium,1.8518138,2011,N,N
CYP,2013-2018,FALSE,INC,b40,3.3760953,2011,N,N
CYP,2013-2018,FALSE,INC,m50,2.9013412,2011,N,N
CYP,2013-2018,FALSE,INC,m50,2.9013413,2017,N,N
CYP,2013-2018,FALSE,INC,tot,1.5242862,2017,N,N
CYP,2013-2018,FALSE,INC,b40,3.3760961,2017,N,N
CYP,2013-2018,FALSE,INC,premium,1.8518099,2017,N,N
CYP,2013-2018,FALSE,INC,tot,1.5242815,2011,N,N
CYP,2014-2019,FALSE,INC,m50,4.4025207,2011,N,N
CYP,2014-2019,FALSE,INC,premium,2.0608284,2017,N,N
CYP,2014-2019,FALSE,INC,m50,4.4025194,2017,N,N
CYP,2014-2019,FALSE,INC,tot,3.109673,2011,N,N
CYP,2014-2019,FALSE,INC,tot,3.1096723,2017,N,N
CYP,2014-2019,FALSE,INC,b40,5.1705007,2017,N,N
CYP,2014-2019,FALSE,INC,premium,2.0608268,2011,N,N
CYP,2014-2019,FALSE,INC,b40,5.1704998,2011,N,N
CYP,2015-2020,FALSE,INC,m50,3.7133036,2011,N,N
CYP,2015-2020,FALSE,INC,tot,3.2578132,2017,N,N
CYP,2015-2020,FALSE,INC,b40,4.6373677,2011,N,N
CYP,2015-2020,FALSE,INC,tot,3.2578144,2011,N,N
CYP,2015-2020,FALSE,INC,premium,1.3795533,2011,N,N
CYP,2015-2020,FALSE,INC,premium,1.3795482,2017,N,N
CYP,2015-2020,FALSE,INC,b40,4.6373613,2017,N,N
CYP,2015-2020,FALSE,INC,m50,3.713305,2017,N,N
CZE,2006-2011,FALSE,INC,tot,1.7599923,2017,N,N
CZE,2006-2011,FALSE,INC,premium,.09487498,2011,N,N
CZE,2006-2011,FALSE,INC,m50,2.0127827,2017,N,N
CZE,2006-2011,FALSE,INC,premium,.09487927,2017,N,N
CZE,2006-2011,FALSE,INC,b40,1.854872,2011,N,N
CZE,2006-2011,FALSE,INC,tot,1.759997,2011,N,N
CZE,2006-2011,FALSE,INC,m50,2.0127797,2011,N,N
CZE,2006-2011,FALSE,INC,b40,1.8548716,2017,N,N
CZE,2007-2012,FALSE,INC,b40,.14783444,2011,N,N
CZE,2007-2012,FALSE,INC,m50,.64839846,2011,N,N
CZE,2007-2012,FALSE,INC,tot,.37097868,2017,N,N
CZE,2007-2012,FALSE,INC,premium,-.22314315,2011,N,N
CZE,2007-2012,FALSE,INC,m50,.64840119,2017,N,N
CZE,2007-2012,FALSE,INC,tot,.37097758,2011,N,N
CZE,2007-2012,FALSE,INC,premium,-.22314933,2017,N,N
CZE,2007-2012,FALSE,INC,b40,.14782935,2017,N,N
CZE,2009-2014,FALSE,INC,m50,.20415491,2017,N,N
CZE,2009-2014,FALSE,INC,premium,.03553499,2011,N,N
CZE,2009-2014,FALSE,INC,tot,.18660639,2011,N,N
CZE,2009-2014,FALSE,INC,b40,.2221433,2017,N,N
CZE,2009-2014,FALSE,INC,m50,.20414954,2011,N,N
CZE,2009-2014,FALSE,INC,tot,.18660779,2017,N,N
CZE,2009-2014,FALSE,INC,premium,.03553551,2017,N,N
CZE,2009-2014,FALSE,INC,b40,.22214139,2011,N,N
CZE,2010-2015,FALSE,INC,b40,1.4242635,2011,N,N
CZE,2010-2015,FALSE,INC,tot,1.0387772,2017,N,N
CZE,2010-2015,FALSE,INC,tot,1.0387757,2011,N,N
CZE,2010-2015,FALSE,INC,m50,1.0878096,2011,N,N
CZE,2010-2015,FALSE,INC,premium,.38548051,2017,N,N
CZE,2010-2015,FALSE,INC,m50,1.0878095,2017,N,N
CZE,2010-2015,FALSE,INC,b40,1.4242577,2017,N,N
CZE,2010-2015,FALSE,INC,premium,.38548779,2011,N,N
CZE,2012-2017,FALSE,INC,premium,.70475101,2011,N,N
CZE,2012-2017,FALSE,INC,b40,3.5265248,2011,N,N
CZE,2012-2017,FALSE,INC,tot,2.8217749,2017,N,N
CZE,2012-2017,FALSE,INC,m50,2.5513854,2017,N,N
CZE,2012-2017,FALSE,INC,premium,.70476405,2017,N,N
CZE,2012-2017,FALSE,INC,b40,3.526539,2017,N,N
CZE,2012-2017,FALSE,INC,tot,2.8217738,2011,N,N
CZE,2012-2017,FALSE,INC,m50,2.551389,2011,N,N
CZE,2013-2018,FALSE,INC,b40,4.3965158,2011,N,N
CZE,2013-2018,FALSE,INC,m50,3.3791342,2011,N,N
CZE,2013-2018,FALSE,INC,premium,.7458449,2017,N,N
CZE,2013-2018,FALSE,INC,premium,.74585056,2011,N,N
CZE,2013-2018,FALSE,INC,tot,3.6506653,2011,N,N
CZE,2013-2018,FALSE,INC,tot,3.6506664,2017,N,N
CZE,2013-2018,FALSE,INC,m50,3.3791353,2017,N,N
CZE,2013-2018,FALSE,INC,b40,4.3965113,2017,N,N
CZE,2014-2019,FALSE,INC,premium,.27244282,2011,N,N
CZE,2014-2019,FALSE,INC,b40,4.3976779,2011,N,N
CZE,2014-2019,FALSE,INC,m50,3.9550309,2011,N,N
CZE,2014-2019,FALSE,INC,tot,4.1252351,2011,N,N
CZE,2014-2019,FALSE,INC,m50,3.9550298,2017,N,N
CZE,2014-2019,FALSE,INC,premium,.27243431,2017,N,N
CZE,2014-2019,FALSE,INC,b40,4.3976712,2017,N,N
CZE,2014-2019,FALSE,INC,tot,4.1252369,2017,N,N
CZE,2015-2020,FALSE,INC,b40,3.5010843,2011,N,N
CZE,2015-2020,FALSE,INC,tot,3.6238156,2017,N,N
CZE,2015-2020,FALSE,INC,m50,3.4190323,2011,N,N
CZE,2015-2020,FALSE,INC,b40,3.5010947,2017,N,N
CZE,2015-2020,FALSE,INC,m50,3.419029,2017,N,N
CZE,2015-2020,FALSE,INC,tot,3.6238151,2011,N,N
CZE,2015-2020,FALSE,INC,premium,-.12272094,2017,N,N
CZE,2015-2020,FALSE,INC,premium,-.12273073,2011,N,N
DEU,2006-2011,FALSE,INC,m50,.57163119,2017,N,N
DEU,2006-2011,FALSE,INC,b40,.62598646,2011,N,N
DEU,2006-2011,FALSE,INC,m50,.57163054,2011,N,N
DEU,2006-2011,FALSE,INC,b40,.62598618,2017,N,N
DEU,2006-2011,FALSE,INC,tot,.43971985,2017,N,N
DEU,2006-2011,FALSE,INC,premium,.18626565,2011,N,N
DEU,2006-2011,FALSE,INC,tot,.43972081,2011,N,N
DEU,2006-2011,FALSE,INC,premium,.18626632,2017,N,N
DEU,2007-2011,FALSE,INC,tot,.20603363,2017,N,N
DEU,2007-2011,FALSE,INC,premium,.20620734,2017,N,N
DEU,2007-2011,FALSE,INC,tot,.20603007,2011,N,N
DEU,2007-2011,FALSE,INC,m50,.38005525,2011,N,N
DEU,2007-2011,FALSE,INC,m50,.3800529,2017,N,N
DEU,2007-2011,FALSE,INC,premium,.20621541,2011,N,N
DEU,2007-2011,FALSE,INC,b40,.41224096,2017,N,N
DEU,2007-2011,FALSE,INC,b40,.41224548,2011,N,N
DEU,2010-2015,FALSE,INC,tot,.8949535,2017,N,N
DEU,2010-2015,FALSE,INC,b40,.3293483,2011,N,N
DEU,2010-2015,FALSE,INC,m50,.78947623,2017,N,N
DEU,2010-2015,FALSE,INC,tot,.89495164,2011,N,N
DEU,2010-2015,FALSE,INC,m50,.7894755,2011,N,N
DEU,2010-2015,FALSE,INC,premium,-.56559886,2017,N,N
DEU,2010-2015,FALSE,INC,premium,-.56560335,2011,N,N
DEU,2010-2015,FALSE,INC,b40,.32935464,2017,N,N
DEU,2011-2016,FALSE,INC,premium,-.60178185,2011,N,N
DEU,2011-2016,FALSE,INC,premium,-.60177853,2017,N,N
DEU,2011-2016,FALSE,INC,tot,1.1909927,2011,N,N
DEU,2011-2016,FALSE,INC,b40,.58921187,2017,N,N
DEU,2011-2016,FALSE,INC,m50,1.4158315,2017,N,N
DEU,2011-2016,FALSE,INC,tot,1.1909904,2017,N,N
DEU,2011-2016,FALSE,INC,m50,1.4158309,2011,N,N
DEU,2011-2016,FALSE,INC,b40,.58921087,2011,N,N
DEU,2013-2018,FALSE,INC,tot,1.8968428,2017,N,N
DEU,2013-2018,FALSE,INC,m50,2.0158908,2017,N,N
DEU,2013-2018,FALSE,INC,tot,1.8968409,2011,N,N
DEU,2013-2018,FALSE,INC,premium,-.13416103,2017,N,N
DEU,2013-2018,FALSE,INC,premium,-.13415506,2011,N,N
DEU,2013-2018,FALSE,INC,m50,2.0158932,2011,N,N
DEU,2013-2018,FALSE,INC,b40,1.7626817,2017,N,N
DEU,2013-2018,FALSE,INC,b40,1.7626858,2011,N,N
DEU,2014-2019,FALSE,INC,m50,2.1849874,2017,N,N
DEU,2014-2019,FALSE,INC,m50,2.1849878,2011,N,N
DEU,2014-2019,FALSE,INC,tot,2.3433589,2017,N,N
DEU,2014-2019,FALSE,INC,b40,2.1379074,2017,N,N
DEU,2014-2019,FALSE,INC,tot,2.3433545,2011,N,N
DEU,2014-2019,FALSE,INC,b40,2.137913,2011,N,N
DEU,2014-2019,FALSE,INC,premium,-.20545145,2017,N,N
DEU,2014-2019,FALSE,INC,premium,-.20544147,2011,N,N
DNK,2007-2012,FALSE,INC,tot,.59018826,2011,N,N
DNK,2007-2012,FALSE,INC,m50,.30732313,2011,N,N
DNK,2007-2012,FALSE,INC,premium,-.79890531,2017,N,N
DNK,2007-2012,FALSE,INC,m50,.30732293,2017,N,N
DNK,2007-2012,FALSE,INC,tot,.59018958,2017,N,N
DNK,2007-2012,FALSE,INC,b40,-.20870447,2011,N,N
DNK,2007-2012,FALSE,INC,premium,-.79889274,2011,N,N
DNK,2007-2012,FALSE,INC,b40,-.20871574,2017,N,N
DNK,2009-2014,FALSE,INC,m50,.50277728,2011,N,N
DNK,2009-2014,FALSE,INC,tot,1.4508002,2011,N,N
DNK,2009-2014,FALSE,INC,premium,.46819805,2017,N,N
DNK,2009-2014,FALSE,INC,b40,1.918995,2011,N,N
DNK,2009-2014,FALSE,INC,tot,1.4508004,2017,N,N
DNK,2009-2014,FALSE,INC,b40,1.9189984,2017,N,N
DNK,2009-2014,FALSE,INC,m50,.50277996,2017,N,N
DNK,2009-2014,FALSE,INC,premium,.46819484,2011,N,N
DNK,2010-2015,FALSE,INC,b40,.56284106,2011,N,N
DNK,2010-2015,FALSE,INC,tot,.45482942,2017,N,N
DNK,2010-2015,FALSE,INC,b40,.56284582,2017,N,N
DNK,2010-2015,FALSE,INC,tot,.45482633,2011,N,N
DNK,2010-2015,FALSE,INC,premium,.10801473,2011,N,N
DNK,2010-2015,FALSE,INC,m50,-.10393899,2011,N,N
DNK,2010-2015,FALSE,INC,premium,.1080164,2017,N,N
DNK,2010-2015,FALSE,INC,m50,-.10393714,2017,N,N
DNK,2012-2017,FALSE,INC,b40,1.3379978,2011,N,N
DNK,2012-2017,FALSE,INC,m50,1.457919,2017,N,N
DNK,2012-2017,FALSE,INC,premium,-.34047634,2017,N,N
DNK,2012-2017,FALSE,INC,premium,-.34048223,2011,N,N
DNK,2012-2017,FALSE,INC,m50,1.4579165,2011,N,N
DNK,2012-2017,FALSE,INC,tot,1.67848,2017,N,N
DNK,2012-2017,FALSE,INC,b40,1.3380037,2017,N,N
DNK,2012-2017,FALSE,INC,tot,1.67848,2011,N,N
DNK,2013-2018,FALSE,INC,b40,1.4886461,2017,N,N
DNK,2013-2018,FALSE,INC,m50,1.522801,2011,N,N
DNK,2013-2018,FALSE,INC,tot,1.3520996,2017,N,N
DNK,2013-2018,FALSE,INC,b40,1.4886445,2011,N,N
DNK,2013-2018,FALSE,INC,tot,1.3521029,2011,N,N
DNK,2013-2018,FALSE,INC,m50,1.5228055,2017,N,N
DNK,2013-2018,FALSE,INC,premium,.13654649,2017,N,N
DNK,2013-2018,FALSE,INC,premium,.1365416,2011,N,N
DNK,2014-2019,FALSE,INC,m50,1.1958913,2011,N,N
DNK,2014-2019,FALSE,INC,tot,1.2293431,2017,N,N
DNK,2014-2019,FALSE,INC,premium,.43369794,2011,N,N
DNK,2014-2019,FALSE,INC,premium,.43369941,2017,N,N
DNK,2014-2019,FALSE,INC,b40,1.6630402,2011,N,N
DNK,2014-2019,FALSE,INC,m50,1.1958896,2017,N,N
DNK,2014-2019,FALSE,INC,tot,1.2293422,2011,N,N
DNK,2014-2019,FALSE,INC,b40,1.6630425,2017,N,N
DNK,2015-2020,FALSE,INC,b40,1.6924622,2011,N,N
DNK,2015-2020,FALSE,INC,premium,.0980986,2017,N,N
DNK,2015-2020,FALSE,INC,m50,1.9940428,2011,N,N
DNK,2015-2020,FALSE,INC,tot,1.5943588,2017,N,N
DNK,2015-2020,FALSE,INC,tot,1.5943599,2011,N,N
DNK,2015-2020,FALSE,INC,m50,1.9940453,2017,N,N
DNK,2015-2020,FALSE,INC,b40,1.6924574,2017,N,N
DNK,2015-2020,FALSE,INC,premium,.09810233,2011,N,N
DOM,2006-2011,FALSE,INC,b40,2.2705076,2017,N,N
DOM,2006-2011,FALSE,INC,tot,-.4773086,2011,N,N
DOM,2006-2011,FALSE,INC,premium,2.7478107,2011,N,N
DOM,2006-2011,FALSE,INC,m50,1.0516766,2011,N,N
DOM,2006-2011,FALSE,INC,premium,2.747819,2017,N,N
DOM,2006-2011,FALSE,INC,tot,-.47731148,2017,N,N
DOM,2006-2011,FALSE,INC,m50,1.0516751,2017,N,N
DOM,2006-2011,FALSE,INC,b40,2.2705021,2011,N,N
DOM,2007-2012,FALSE,INC,tot,.39646822,2017,N,N
DOM,2007-2012,FALSE,INC,tot,.39647901,2011,N,N
DOM,2007-2012,FALSE,INC,b40,2.0982609,2011,N,N
DOM,2007-2012,FALSE,INC,m50,1.1514788,2011,N,N
DOM,2007-2012,FALSE,INC,m50,1.1514789,2017,N,N
DOM,2007-2012,FALSE,INC,premium,1.701789,2017,N,N
DOM,2007-2012,FALSE,INC,premium,1.7017819,2011,N,N
DOM,2007-2012,FALSE,INC,b40,2.0982573,2017,N,N
DOM,2009-2013,FALSE,INC,b40,2.0220454,2017,N,N
DOM,2009-2013,FALSE,INC,premium,1.2021241,2011,N,N
DOM,2009-2013,FALSE,INC,tot,.81991553,2011,N,N
DOM,2009-2013,FALSE,INC,m50,1.2198345,2017,N,N
DOM,2009-2013,FALSE,INC,tot,.81992876,2017,N,N
DOM,2009-2013,FALSE,INC,premium,1.2021166,2017,N,N
DOM,2009-2013,FALSE,INC,m50,1.2198366,2011,N,N
DOM,2009-2013,FALSE,INC,b40,2.0220397,2011,N,N
DOM,2010-2015,FALSE,INC,premium,1.697762,2011,N,N
DOM,2010-2015,FALSE,INC,m50,4.4476668,2017,N,N
DOM,2010-2015,FALSE,INC,premium,1.6977557,2017,N,N
DOM,2010-2015,FALSE,INC,b40,5.2877132,2017,N,N
DOM,2010-2015,FALSE,INC,b40,5.2877111,2011,N,N
DOM,2010-2015,FALSE,INC,tot,3.5899575,2017,N,N
DOM,2010-2015,FALSE,INC,tot,3.5899491,2011,N,N
DOM,2010-2015,FALSE,INC,m50,4.4476681,2011,N,N
DOM,2011-2016,FALSE,INC,premium,.94012403,2011,N,N
DOM,2011-2016,FALSE,INC,m50,5.5643563,2011,N,N
DOM,2011-2016,FALSE,INC,m50,5.5643635,2017,N,N
DOM,2011-2016,FALSE,INC,b40,5.191947,2011,N,N
DOM,2011-2016,FALSE,INC,tot,4.2518213,2017,N,N
DOM,2011-2016,FALSE,INC,premium,.94012737,2017,N,N
DOM,2011-2016,FALSE,INC,tot,4.2518229,2011,N,N
DOM,2011-2016,FALSE,INC,b40,5.1919487,2017,N,N
DOM,2017-2021,FALSE,INC,m50,.09436495,2017,N,N
DOM,2017-2021,FALSE,INC,premium,2.2258092,2017,N,N
DOM,2017-2021,FALSE,INC,b40,.942562,2017,N,N
DOM,2017-2021,FALSE,INC,tot,-1.2832472,2017,N,N
DOM,2017-2021,FALSE,INC,tot,-1.2832495,2011,N,N
DOM,2017-2021,FALSE,INC,premium,2.2258117,2011,N,N
DOM,2017-2021,FALSE,INC,b40,.94256222,2011,N,N
DOM,2017-2021,FALSE,INC,m50,.09435111,2011,N,N
ECU,2007-2012,FALSE,INC,m50,6.175817,2017,N,N
ECU,2007-2012,FALSE,INC,tot,2.325213,2011,N,N
ECU,2007-2011,FALSE,INC,tot,1.2971701,2017,N,N
ECU,2007-2011,FALSE,INC,b40,6.6661985,2017,N,N
ECU,2007-2012,FALSE,INC,b40,6.5087671,2011,N,N
ECU,2007-2012,FALSE,INC,tot,2.3252216,2017,N,N
ECU,2007-2011,FALSE,INC,tot,1.2971541,2011,N,N
ECU,2007-2011,FALSE,INC,premium,5.369048,2011,N,N
ECU,2007-2012,FALSE,INC,b40,6.5087653,2017,N,N
ECU,2007-2011,FALSE,INC,m50,5.7043538,2011,N,N
ECU,2007-2011,FALSE,INC,b40,6.6662021,2011,N,N
ECU,2007-2011,FALSE,INC,premium,5.3690283,2017,N,N
ECU,2007-2011,FALSE,INC,m50,5.7043537,2017,N,N
ECU,2007-2012,FALSE,INC,m50,6.1758189,2011,N,N
ECU,2007-2012,FALSE,INC,premium,4.1835437,2017,N,N
ECU,2007-2012,FALSE,INC,premium,4.1835542,2011,N,N
ECU,2009-2014,FALSE,INC,m50,6.4784579,2011,N,N
ECU,2009-2014,FALSE,INC,tot,4.973997,2017,N,N
ECU,2009-2014,FALSE,INC,tot,4.9740109,2011,N,N
ECU,2009-2014,FALSE,INC,m50,6.4784548,2017,N,N
ECU,2009-2014,FALSE,INC,b40,7.4509672,2017,N,N
ECU,2009-2014,FALSE,INC,b40,7.4509645,2011,N,N
ECU,2009-2014,FALSE,INC,premium,2.4769535,2011,N,N
ECU,2009-2014,FALSE,INC,premium,2.4769702,2017,N,N
ECU,2010-2015,FALSE,INC,premium,1.7720752,2011,N,N
ECU,2010-2015,FALSE,INC,m50,4.2648988,2011,N,N
ECU,2010-2015,FALSE,INC,tot,3.0101629,2017,N,N
ECU,2010-2015,FALSE,INC,tot,3.0101476,2011,N,N
ECU,2010-2015,FALSE,INC,premium,1.772062,2017,N,N
ECU,2010-2015,FALSE,INC,m50,4.2648937,2017,N,N
ECU,2010-2015,FALSE,INC,b40,4.7822227,2011,N,N
ECU,2010-2015,FALSE,INC,b40,4.7822249,2017,N,N
ECU,2011-2016,FALSE,INC,b40,2.9519867,2017,N,N
ECU,2011-2016,FALSE,INC,premium,1.0332026,2017,N,N
ECU,2011-2016,FALSE,INC,m50,2.3724566,2011,N,N
ECU,2011-2016,FALSE,INC,m50,2.37246,2017,N,N
ECU,2011-2016,FALSE,INC,premium,1.0331918,2011,N,N
ECU,2011-2016,FALSE,INC,tot,1.9187841,2017,N,N
ECU,2011-2016,FALSE,INC,tot,1.9187909,2011,N,N
ECU,2011-2016,FALSE,INC,b40,2.9519827,2011,N,N
ECU,2012-2017,FALSE,INC,b40,2.4089355,2011,N,N
ECU,2012-2017,FALSE,INC,m50,1.6235524,2017,N,N
ECU,2012-2017,FALSE,INC,premium,1.2052936,2017,N,N
ECU,2012-2017,FALSE,INC,b40,2.4089358,2017,N,N
ECU,2012-2017,FALSE,INC,m50,1.6235584,2011,N,N
ECU,2012-2017,FALSE,INC,tot,1.2036422,2017,N,N
ECU,2012-2017,FALSE,INC,tot,1.2036484,2011,N,N
ECU,2012-2017,FALSE,INC,premium,1.2052871,2011,N,N
ECU,2013-2018,FALSE,INC,premium,.78977158,2017,N,N
ECU,2013-2018,FALSE,INC,premium,.78977296,2011,N,N
ECU,2013-2018,FALSE,INC,tot,.46570484,2017,N,N
ECU,2013-2018,FALSE,INC,b40,1.2554768,2011,N,N
ECU,2013-2018,FALSE,INC,b40,1.2554764,2017,N,N
ECU,2013-2018,FALSE,INC,tot,.46570387,2011,N,N
ECU,2013-2018,FALSE,INC,m50,1.3312383,2011,N,N
ECU,2013-2018,FALSE,INC,m50,1.3312482,2017,N,N
ECU,2014-2019,FALSE,INC,m50,-.17128634,2011,N,N
ECU,2014-2019,FALSE,INC,premium,-.78525018,2011,N,N
ECU,2014-2019,FALSE,INC,tot,-.11767028,2017,N,N
ECU,2014-2019,FALSE,INC,tot,-.11768813,2011,N,N
ECU,2014-2019,FALSE,INC,m50,-.17127574,2017,N,N
ECU,2014-2019,FALSE,INC,b40,-.90293831,2011,N,N
ECU,2014-2019,FALSE,INC,b40,-.90293729,2017,N,N
ECU,2014-2019,FALSE,INC,premium,-.78526701,2017,N,N
ECU,2015-2020,FALSE,INC,premium,-.91971183,2011,N,N
ECU,2015-2020,FALSE,INC,m50,-2.9940801,2011,N,N
ECU,2015-2020,FALSE,INC,tot,-2.5718868,2011,N,N
ECU,2015-2020,FALSE,INC,tot,-2.5718932,2017,N,N
ECU,2015-2020,FALSE,INC,premium,-.91970793,2017,N,N
ECU,2015-2020,FALSE,INC,b40,-3.4915986,2011,N,N
ECU,2015-2020,FALSE,INC,b40,-3.4916011,2017,N,N
ECU,2015-2020,FALSE,INC,m50,-2.9940769,2017,N,N
ECU,2016-2021,FALSE,INC,premium,-.59699517,2011,N,N
ECU,2016-2021,FALSE,INC,b40,-1.3630468,2011,N,N
ECU,2016-2021,FALSE,INC,tot,-.7660454,2017,N,N
ECU,2016-2021,FALSE,INC,premium,-.59700683,2017,N,N
ECU,2016-2021,FALSE,INC,tot,-.76605159,2011,N,N
ECU,2016-2021,FALSE,INC,b40,-1.3630522,2017,N,N
ECU,2016-2021,FALSE,INC,m50,-1.1929455,2017,N,N
ECU,2016-2021,FALSE,INC,m50,-1.1929336,2011,N,N
ECU,2017-2022,FALSE,INC,tot,-.63476612,2017,N,N
ECU,2017-2022,FALSE,INC,m50,-.94736613,2017,N,N
ECU,2017-2022,FALSE,INC,b40,-1.13528,2011,N,N
ECU,2017-2022,FALSE,INC,m50,-.94736952,2011,N,N
ECU,2017-2022,FALSE,INC,premium,-.50051373,2017,N,N
ECU,2017-2022,FALSE,INC,tot,-.63476776,2011,N,N
ECU,2017-2022,FALSE,INC,b40,-1.1352799,2017,N,N
ECU,2017-2022,FALSE,INC,premium,-.50051222,2011,N,N
EGY,2010-2012,FALSE,CONS,premium,2.1134439,2011,N,N
EGY,2010-2012,FALSE,CONS,m50,2.273488,2011,N,N
EGY,2010-2012,FALSE,CONS,tot,1.0832026,2011,N,N
EGY,2010-2012,FALSE,CONS,b40,3.1966439,2017,N,N
EGY,2010-2012,FALSE,CONS,tot,1.0831956,2017,N,N
EGY,2010-2012,FALSE,CONS,premium,2.1134482,2017,N,N
EGY,2010-2012,FALSE,CONS,b40,3.1966465,2011,N,N
EGY,2010-2012,FALSE,CONS,m50,2.2734945,2017,N,N
EGY,2012-2015,FALSE,CONS,m50,1.5424705,2011,N,N
EGY,2012-2015,FALSE,CONS,tot,3.253741,2017,N,N
EGY,2012-2015,FALSE,CONS,b40,.4967142,2011,N,N
EGY,2012-2015,FALSE,CONS,b40,.49671838,2017,N,N
EGY,2012-2017,FALSE,CONS,b40,-2.5044096,2017,N,N
EGY,2012-2017,FALSE,CONS,m50,-1.8453301,2011,N,N
EGY,2012-2015,FALSE,CONS,premium,-2.757029,2011,N,N
EGY,2012-2015,FALSE,CONS,premium,-2.7570226,2017,N,N
EGY,2012-2015,FALSE,CONS,m50,1.5424668,2017,N,N
EGY,2012-2017,FALSE,CONS,premium,-1.3734355,2011,N,N
EGY,2012-2017,FALSE,CONS,premium,-1.3734361,2017,N,N
EGY,2012-2017,FALSE,CONS,tot,-1.1309735,2017,N,N
EGY,2012-2017,FALSE,CONS,m50,-1.8453265,2017,N,N
EGY,2012-2015,FALSE,CONS,tot,3.2537432,2011,N,N
EGY,2012-2017,FALSE,CONS,tot,-1.130975,2011,N,N
EGY,2012-2017,FALSE,CONS,b40,-2.5044105,2011,N,N
EGY,2015-2019,FALSE,CONS,m50,-1.5290875,2011,N,N
EGY,2015-2019,FALSE,CONS,premium,-.17925575,2017,N,N
EGY,2015-2019,FALSE,CONS,premium,-.17925715,2011,N,N
EGY,2015-2019,FALSE,CONS,tot,-1.5690808,2017,N,N
EGY,2015-2019,FALSE,CONS,m50,-1.5290824,2017,N,N
EGY,2015-2019,FALSE,CONS,b40,-1.7483408,2011,N,N
EGY,2015-2019,FALSE,CONS,tot,-1.5690837,2011,N,N
EGY,2015-2019,FALSE,CONS,b40,-1.7483366,2017,N,N
ESP,2007-2012,FALSE,INC,premium,-1.1897261,2011,N,N
ESP,2007-2012,FALSE,INC,tot,-2.5645409,2011,N,N
ESP,2007-2012,FALSE,INC,b40,-3.7542653,2017,N,N
ESP,2007-2012,FALSE,INC,b40,-3.754267,2011,N,N
ESP,2007-2012,FALSE,INC,m50,-2.4179804,2017,N,N
ESP,2007-2012,FALSE,INC,premium,-1.1897253,2017,N,N
ESP,2007-2012,FALSE,INC,m50,-2.4179788,2011,N,N
ESP,2007-2012,FALSE,INC,tot,-2.56454,2017,N,N
ESP,2008-2014,FALSE,INC,m50,-2.7488761,2011,N,N
ESP,2008-2014,FALSE,INC,premium,-1.1653047,2011,N,N
ESP,2008-2014,FALSE,INC,tot,-2.7254,2011,N,N
ESP,2008-2014,FALSE,INC,tot,-2.7254042,2017,N,N
ESP,2008-2014,FALSE,INC,b40,-3.8907046,2011,N,N
ESP,2008-2014,FALSE,INC,m50,-2.7488784,2017,N,N
ESP,2008-2014,FALSE,INC,premium,-1.1653035,2017,N,N
ESP,2008-2014,FALSE,INC,b40,-3.8907077,2017,N,N
ESP,2010-2015,FALSE,INC,m50,-1.3441979,2011,N,N
ESP,2010-2015,FALSE,INC,tot,-1.5283479,2017,N,N
ESP,2010-2015,FALSE,INC,premium,-.63357663,2011,N,N
ESP,2010-2015,FALSE,INC,m50,-1.3441955,2017,N,N
ESP,2010-2015,FALSE,INC,b40,-2.1619256,2011,N,N
ESP,2010-2015,FALSE,INC,b40,-2.1619232,2017,N,N
ESP,2010-2015,FALSE,INC,premium,-.63357532,2017,N,N
